Route:- 4100,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,7.89,20,0.87,188,0.8,43.5,7.89,0,0,0,0,0,0,0,0,3,3.9,20,0.43,188,0.39,44,3.94
06:00:01-07:00:00,4,10.53,113,4.94,1038,4.4,16.8,3.05,2,5.13,33,1.38,322,1.3,29,5.13,6,7.79,146,3.12,1360,2.82,46,4.12
07:00:01-08:00:00,3,7.89,121,5.29,1246,5.28,43.5,7.89,4,10.26,132,5.51,1248,5.05,7.6,1.34,7,9.09,253,5.4,2494,5.16,51,4.57
08:00:01-09:00:00,2,5.26,306,13.39,3490,14.79,29,5.26,3,7.69,236,9.85,2577,10.44,43.5,7.69,5,6.49,542,11.58,6067,12.56,72,6.45
09:00:01-10:00:00,2,5.26,331,14.48,3859,16.35,25.4,4.61,4,10.26,186,7.77,2083,8.44,24.8,4.39,6,7.79,517,11.04,5942,12.3,50,4.48
10:00:01-11:00:00,2,5.26,107,4.68,1309,5.55,8,1.45,2,5.13,169,7.06,1714,6.94,29,5.13,4,5.19,276,5.9,3023,6.26,37,3.32
11:00:01-12:00:00,2,5.26,69,3.02,644,2.73,29,5.26,0,0,59,2.46,606,2.45,0,0,2,2.6,128,2.73,1250,2.59,29,2.6
12:00:01-13:00:00,2,5.26,66,2.89,700,2.97,17.8,3.23,3,7.69,71,2.96,888,3.6,43.5,7.69,5,6.49,137,2.93,1588,3.29,61,5.47
13:00:01-14:00:00,3,7.89,107,4.68,1245,5.27,15,2.72,2,5.13,102,4.26,1144,4.63,6.8,1.2,5,6.49,209,4.46,2389,4.95,22,1.97
14:00:01-15:00:00,3,7.89,66,2.89,709,3,43.5,7.89,4,10.26,112,4.68,1298,5.26,14.8,2.62,7,9.09,178,3.8,2007,4.16,58,5.2
15:00:01-16:00:00,2,5.26,74,3.24,732,3.1,8,1.45,1,2.56,63,2.63,710,2.88,7.3,1.29,3,3.9,137,2.93,1442,2.99,15,1.34
16:00:01-17:00:00,2,5.26,79,3.46,830,3.52,29,5.26,1,2.56,31,1.29,432,1.75,3.3,0.58,3,3.9,110,2.35,1262,2.61,32,2.87
17:00:01-18:00:00,2,5.26,83,3.63,850,3.6,4.8,0.87,4,10.26,113,4.72,1187,4.81,16,2.83,6,7.79,196,4.19,2037,4.22,21,1.88
18:00:01-19:00:00,1,2.63,122,5.34,1138,4.82,14.5,2.63,1,2.56,227,9.48,2138,8.66,14.5,2.56,2,2.6,349,7.46,3276,6.78,29,2.6
19:00:01-20:00:00,1,2.63,142,6.21,1260,5.34,14.5,2.63,2,5.13,290,12.11,2717,11,29,5.13,3,3.9,432,9.23,3977,8.23,44,3.94
20:00:01-21:00:00,2,5.26,215,9.41,2091,8.86,4.8,0.87,2,5.13,110,4.59,1097,4.44,29,5.13,4,5.19,325,6.94,3188,6.6,34,3.05
21:00:01-22:00:00,1,2.63,199,8.71,1738,7.36,4.2,0.76,1,2.56,161,6.72,1681,6.81,14.5,2.56,2,2.6,360,7.69,3419,7.08,19,1.7
22:00:01-23:00:00,1,2.63,66,2.89,536,2.27,14.5,2.63,3,7.69,300,12.53,2850,11.54,43.5,7.69,4,5.19,366,7.82,3386,7.01,58,5.2
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,38,,2286,,23603,,551,,39,,2395,,24692,,565.5,,77,,4681,,48295,,1116,
