Route:- 6064,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,12,7.19,583,5.26,4897,5.31,52.8,7.19,0,0,0,0,0,0,0,0,12,7.19,583,5.26,4897,5.31,53,7.21
05:00:01-06:00:00,5,2.99,46,0.41,362,0.39,15.5,2.11,0,0,0,0,0,0,0,0,5,2.99,46,0.41,362,0.39,16,2.18
06:00:01-07:00:00,8,4.79,221,1.99,1528,1.66,19.2,2.61,0,0,0,0,0,0,0,0,8,4.79,221,1.99,1528,1.66,19,2.59
07:00:01-08:00:00,12,7.19,478,4.31,4366,4.73,28.8,3.92,0,0,0,0,0,0,0,0,12,7.19,478,4.31,4366,4.73,29,3.95
08:00:01-09:00:00,10,5.99,799,7.21,7247,7.86,24,3.27,0,0,0,0,0,0,0,0,10,5.99,799,7.21,7247,7.86,24,3.27
09:00:01-10:00:00,7,4.19,761,6.86,6910,7.49,30.8,4.19,0,0,0,0,0,0,0,0,7,4.19,761,6.86,6910,7.49,31,4.22
10:00:01-11:00:00,7,4.19,683,6.16,6147,6.67,30.8,4.19,0,0,0,0,0,0,0,0,7,4.19,683,6.16,6147,6.67,31,4.22
11:00:01-12:00:00,8,4.79,486,4.38,4361,4.73,19.2,2.61,0,0,0,0,0,0,0,0,8,4.79,486,4.38,4361,4.73,19,2.59
12:00:01-13:00:00,9,5.39,460,4.15,3876,4.2,39.6,5.39,0,0,0,0,0,0,0,0,9,5.39,460,4.15,3876,4.2,40,5.44
13:00:01-14:00:00,7,4.19,405,3.65,3255,3.53,14,1.91,0,0,0,0,0,0,0,0,7,4.19,405,3.65,3255,3.53,14,1.9
14:00:01-15:00:00,8,4.79,492,4.44,3898,4.23,35.2,4.79,0,0,0,0,0,0,0,0,8,4.79,492,4.44,3898,4.23,35,4.76
15:00:01-16:00:00,5,2.99,527,4.75,4357,4.73,12,1.63,0,0,0,0,0,0,0,0,5,2.99,527,4.75,4357,4.73,12,1.63
16:00:01-17:00:00,9,5.39,596,5.38,4818,5.22,39.6,5.39,0,0,0,0,0,0,0,0,9,5.39,596,5.38,4818,5.22,40,5.44
17:00:01-18:00:00,12,7.19,606,5.47,4739,5.14,28.8,3.92,0,0,0,0,0,0,0,0,12,7.19,606,5.47,4739,5.14,29,3.95
18:00:01-19:00:00,11,6.59,931,8.4,7230,7.84,48.4,6.59,0,0,0,0,0,0,0,0,11,6.59,931,8.4,7230,7.84,48,6.53
19:00:01-20:00:00,11,6.59,854,7.7,6842,7.42,34.1,4.64,0,0,0,0,0,0,0,0,11,6.59,854,7.7,6842,7.42,34,4.63
20:00:01-21:00:00,6,3.59,771,6.95,6206,6.73,26.4,3.59,0,0,0,0,0,0,0,0,6,3.59,771,6.95,6206,6.73,26,3.54
21:00:01-22:00:00,7,4.19,469,4.23,3736,4.05,14,1.91,0,0,0,0,0,0,0,0,7,4.19,469,4.23,3736,4.05,14,1.9
22:00:01-23:00:00,7,4.19,519,4.68,4176,4.53,14,1.91,0,0,0,0,0,0,0,0,7,4.19,519,4.68,4176,4.53,14,1.9
23:00:01-24:00:00,6,3.59,401,3.62,3260,3.54,12,1.63,0,0,0,0,0,0,0,0,6,3.59,401,3.62,3260,3.54,12,1.63
,167,,11088,,92211,,734.8,,0,,0,,0,,0,,167,,11088,,92211,,735,
