Route:- 6040,Date:- 10/23/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.96,0,0,0,0,3.5,1.96,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,4,1.13
06:00:01-07:00:00,3,5.88,17,1.88,66,0.93,10.5,5.88,3,6,24,1.73,124,1.16,10.5,6,6,5.94,41,1.79,190,1.07,21,5.93
07:00:01-08:00:00,4,7.84,43,4.75,261,3.67,14,7.84,3,6,36,2.6,202,1.89,10.5,6,7,6.93,79,3.45,463,2.6,24,6.78
08:00:01-09:00:00,3,5.88,78,8.61,584,8.2,10.5,5.88,4,8,59,4.25,392,3.66,14,8,7,6.93,137,5.97,976,5.48,24,6.78
09:00:01-10:00:00,2,3.92,24,2.65,208,2.92,7,3.92,1,2,55,3.97,485,4.53,3.5,2,3,2.97,79,3.45,693,3.89,10,2.82
10:00:01-11:00:00,1,1.96,26,2.87,192,2.7,3.5,1.96,1,2,47,3.39,326,3.05,3.5,2,2,1.98,73,3.18,518,2.91,7,1.98
11:00:01-12:00:00,1,1.96,20,2.21,156,2.19,2.2,1.23,1,2,24,1.73,188,1.76,2.5,1.43,2,1.98,44,1.92,344,1.93,5,1.41
12:00:01-13:00:00,1,1.96,20,2.21,146,2.05,2.5,1.4,2,4,47,3.39,382,3.57,7,4,3,2.97,67,2.92,528,2.96,10,2.82
13:00:01-14:00:00,3,5.88,19,2.1,162,2.27,10.5,5.88,3,6,53,3.82,492,4.6,10.5,6,6,5.94,72,3.14,654,3.67,21,5.93
14:00:01-15:00:00,2,3.92,12,1.32,94,1.32,7,3.92,1,2,29,2.09,226,2.11,1.7,0.97,3,2.97,41,1.79,320,1.8,9,2.54
15:00:01-16:00:00,4,7.84,30,3.31,224,3.15,14,7.84,3,6,31,2.24,284,2.65,10.5,6,7,6.93,61,2.66,508,2.85,24,6.78
16:00:01-17:00:00,5,9.8,26,2.87,188,2.64,17.5,9.8,2,4,5,0.36,32,0.3,7,4,7,6.93,31,1.35,220,1.23,24,6.78
17:00:01-18:00:00,2,3.92,86,9.49,682,9.58,5,2.8,4,8,94,6.78,698,6.53,14,8,6,5.94,180,7.85,1380,7.74,19,5.37
18:00:01-19:00:00,7,13.73,174,19.21,1438,20.19,17.5,9.8,6,12,297,21.41,2286,21.37,21,12,13,12.87,471,20.54,3724,20.9,38,10.73
19:00:01-20:00:00,2,3.92,85,9.38,718,10.08,7,3.92,3,6,118,8.51,926,8.66,10.5,6,5,4.95,203,8.85,1644,9.23,18,5.08
20:00:01-21:00:00,3,5.88,160,17.66,1314,18.45,5.1,2.86,2,4,129,9.3,992,9.27,7,4,5,4.95,289,12.6,2306,12.94,12,3.39
21:00:01-22:00:00,4,7.84,77,8.5,614,8.62,14,7.84,4,8,171,12.33,1320,12.34,14,8,8,7.92,248,10.82,1934,10.85,28,7.91
22:00:01-23:00:00,2,3.92,8,0.88,66,0.93,7,3.92,6,12,134,9.66,1070,10,21,12,8,7.92,142,6.19,1136,6.38,28,7.91
23:00:01-24:00:00,1,1.96,1,0.11,8,0.11,3.5,1.96,1,2,34,2.45,272,2.54,2.5,1.43,2,1.98,35,1.53,280,1.57,6,1.69
,51,,906,,7121,,178.5,,50,,1387,,10697,,175,,101,,2293,,17818,,354,
