Route:- 6050,Date:- 10/23/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,9,6.57,102,2.35,730,1.91,23.4,6.57,8,5.76,65,1.51,533,1.41,20.8,5.76,17,6.16,167,1.94,1263,1.66,44,6.13
05:00:01-06:00:00,6,4.38,55,1.27,448,1.17,15.6,4.38,7,5.04,166,3.87,1483,3.92,18.2,5.04,13,4.71,221,2.56,1931,2.54,34,4.74
06:00:01-07:00:00,12,8.76,42,0.97,292,0.77,31.2,8.76,12,8.63,330,7.69,2344,6.19,31.2,8.63,24,8.7,372,4.31,2636,3.47,62,8.64
07:00:01-08:00:00,11,8.03,121,2.79,862,2.26,22,6.18,12,8.63,382,8.9,3038,8.03,31.2,8.63,23,8.33,503,5.83,3900,5.13,53,7.38
08:00:01-09:00:00,6,4.38,154,3.55,1240,3.25,15.6,4.38,6,4.32,352,8.2,3252,8.59,15.6,4.32,12,4.35,506,5.87,4492,5.91,31,4.32
09:00:01-10:00:00,7,5.11,153,3.53,1117,2.93,18.2,5.11,8,5.76,504,11.74,4773,12.61,20.8,5.76,15,5.43,657,7.62,5890,7.75,39,5.43
10:00:01-11:00:00,8,5.84,230,5.31,1663,4.36,20.8,5.84,8,5.76,359,8.36,3221,8.51,20.8,5.76,16,5.8,589,6.83,4884,6.43,42,5.85
11:00:01-12:00:00,7,5.11,198,4.57,1762,4.62,18.2,5.11,8,5.76,328,7.64,3168,8.37,20.8,5.76,15,5.43,526,6.1,4930,6.49,39,5.43
12:00:01-13:00:00,5,3.65,220,5.08,2000,5.24,13,3.65,4,2.88,177,4.12,1646,4.35,10.4,2.88,9,3.26,397,4.6,3646,4.8,23,3.2
13:00:01-14:00:00,7,5.11,253,5.84,2296,6.02,14,3.93,6,4.32,181,4.22,1599,4.22,15.6,4.32,13,4.71,434,5.03,3895,5.12,30,4.18
14:00:01-15:00:00,7,5.11,244,5.63,2204,5.77,18.2,5.11,8,5.76,201,4.68,1836,4.85,16,4.43,15,5.43,445,5.16,4040,5.31,34,4.74
15:00:01-16:00:00,10,7.3,291,6.72,2699,7.07,26,7.3,5,3.6,125,2.91,1340,3.54,13,3.6,15,5.43,416,4.82,4039,5.31,39,5.43
16:00:01-17:00:00,6,4.38,270,6.23,2474,6.48,15.6,4.38,7,5.04,197,4.59,1670,4.41,18.2,5.04,13,4.71,467,5.41,4144,5.45,34,4.74
17:00:01-18:00:00,3,2.19,243,5.61,2181,5.71,7.8,2.19,6,4.32,236,5.5,2015,5.32,15.6,4.32,9,3.26,479,5.55,4196,5.52,23,3.2
18:00:01-19:00:00,5,3.65,341,7.87,3163,8.29,13,3.65,5,3.6,131,3.05,1159,3.06,10,2.77,10,3.62,472,5.47,4322,5.69,23,3.2
19:00:01-20:00:00,6,4.38,265,6.12,2373,6.22,15.6,4.38,4,2.88,157,3.66,1354,3.58,10.4,2.88,10,3.62,422,4.89,3727,4.9,26,3.62
20:00:01-21:00:00,7,5.11,384,8.86,3513,9.2,18.2,5.11,7,5.04,159,3.7,1310,3.46,14,3.87,14,5.07,543,6.29,4823,6.34,32,4.46
21:00:01-22:00:00,5,3.65,281,6.49,2614,6.85,13,3.65,7,5.04,154,3.59,1340,3.54,18.2,5.04,12,4.35,435,5.04,3954,5.2,31,4.32
22:00:01-23:00:00,6,4.38,264,6.09,2515,6.59,15.6,4.38,6,4.32,66,1.54,579,1.53,15.6,4.32,12,4.35,330,3.83,3094,4.07,31,4.32
23:00:01-24:00:00,4,2.92,221,5.1,2019,5.29,10.4,2.92,5,3.6,24,0.56,190,0.5,13,3.6,9,3.26,245,2.84,2209,2.91,23,3.2
,137,,4332,,38165,,356.2,,139,,4294,,37850,,361.4,,276,,8626,,76015,,718,
