Route:- 6080,Date:- 10/23/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.54,0,0,0,0,2.2,1.54,1,1.61,10,0.86,54,0.53,2.2,1.61,2,1.57,10,0.42,54,0.27,4,1.43
06:00:01-07:00:00,6,9.23,13,1.06,60,0.59,12,8.39,7,11.29,93,7.98,645,6.38,15.4,11.29,13,10.24,106,4.44,705,3.48,27,9.68
07:00:01-08:00:00,7,10.77,32,2.61,262,2.59,15.4,10.77,7,11.29,175,15.01,1630,16.11,15.4,11.29,14,11.02,207,8.66,1892,9.34,31,11.11
08:00:01-09:00:00,7,10.77,28,2.29,184,1.82,15.4,10.77,5,8.06,239,20.5,2309,22.83,11,8.06,12,9.45,267,11.17,2493,12.31,26,9.32
09:00:01-10:00:00,5,7.69,36,2.94,254,2.51,10,6.99,5,8.06,241,20.67,2147,21.22,11,8.06,10,7.87,277,11.59,2401,11.86,21,7.53
10:00:01-11:00:00,3,4.62,25,2.04,182,1.8,6.6,4.62,3,4.84,112,9.61,940,9.29,6.6,4.84,6,4.72,137,5.73,1122,5.54,13,4.66
11:00:01-12:00:00,3,4.62,35,2.86,343,3.38,6,4.2,4,6.45,65,5.57,518,5.12,8.8,6.45,7,5.51,100,4.18,861,4.25,15,5.38
12:00:01-13:00:00,2,3.08,7,0.57,52,0.51,4.4,3.08,2,3.23,36,3.09,291,2.88,4.4,3.23,4,3.15,43,1.8,343,1.69,9,3.23
13:00:01-14:00:00,1,1.54,10,0.82,72,0.71,2,1.4,1,1.61,11,0.94,84,0.83,2.2,1.61,2,1.57,21,0.88,156,0.77,4,1.43
14:00:01-15:00:00,2,3.08,38,3.1,293,2.89,4.4,3.08,2,3.23,12,1.03,146,1.44,4.4,3.23,4,3.15,50,2.09,439,2.17,9,3.23
15:00:01-16:00:00,3,4.62,37,3.02,276,2.72,6.6,4.62,3,4.84,26,2.23,215,2.13,6.6,4.84,6,4.72,63,2.64,491,2.42,13,4.66
16:00:01-17:00:00,1,1.54,60,4.9,484,4.78,2.2,1.54,2,3.23,11,0.94,52,0.51,4.4,3.23,3,2.36,71,2.97,536,2.65,7,2.51
17:00:01-18:00:00,4,6.15,123,10.05,1017,10.03,8.8,6.15,3,4.84,31,2.66,250,2.47,6.6,4.84,7,5.51,154,6.44,1267,6.26,15,5.38
18:00:01-19:00:00,4,6.15,174,14.22,1453,14.34,8.8,6.15,3,4.84,29,2.49,230,2.27,6,4.4,7,5.51,203,8.49,1683,8.31,15,5.38
19:00:01-20:00:00,3,4.62,127,10.38,1103,10.88,6.6,4.62,3,4.84,22,1.89,178,1.76,6.6,4.84,6,4.72,149,6.23,1281,6.33,13,4.66
20:00:01-21:00:00,2,3.08,131,10.7,1155,11.4,4.4,3.08,3,4.84,12,1.03,94,0.93,6,4.4,5,3.94,143,5.98,1249,6.17,10,3.58
21:00:01-22:00:00,3,4.62,197,16.09,1688,16.66,6.6,4.62,4,6.45,31,2.66,249,2.46,8.8,6.45,7,5.51,228,9.54,1937,9.56,15,5.38
22:00:01-23:00:00,6,9.23,127,10.38,1061,10.47,13.2,9.23,4,6.45,10,0.86,84,0.83,8.8,6.45,10,7.87,137,5.73,1145,5.65,22,7.89
23:00:01-24:00:00,2,3.08,24,1.96,196,1.93,4,2.8,0,0,0,0,0,0,0,0,2,1.57,24,1,196,0.97,4,1.43
,65,,1224,,10135,,143,,62,,1166,,10116,,136.4,,127,,2390,,20251,,279,
