Route:- 3400,Date:- 10/24/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,8.33,83,3.63,934,3.81,25.8,8.33,1,2.78,5,0.21,50,0.19,8.6,2.78,4,5.56,88,1.88,984,1.96,34,5.49
07:00:01-08:00:00,4,11.11,267,11.69,2798,11.42,20,6.46,3,8.33,160,6.68,1714,6.65,13.8,4.46,7,9.72,427,9.13,4512,8.98,34,5.49
08:00:01-09:00:00,3,8.33,218,9.54,2304,9.4,25.8,8.33,5,13.89,381,15.91,3810,14.79,20,6.46,8,11.11,599,12.8,6114,12.16,46,7.43
09:00:01-10:00:00,3,8.33,150,6.57,1644,6.71,25.8,8.33,3,8.33,237,9.9,2508,9.74,5.4,1.74,6,8.33,387,8.27,4152,8.26,31,5.01
10:00:01-11:00:00,4,11.11,254,11.12,3032,12.38,18.4,5.94,0,0,57,2.38,498,1.93,0,0,4,5.56,311,6.65,3530,7.02,18,2.91
11:00:01-12:00:00,2,5.56,197,8.63,2194,8.96,8,2.58,5,13.89,234,9.77,2618,10.16,43,13.89,7,9.72,431,9.21,4812,9.57,51,8.24
12:00:01-13:00:00,2,5.56,145,6.35,1580,6.45,17.2,5.56,2,5.56,231,9.65,2400,9.32,4.8,1.55,4,5.56,376,8.04,3980,7.92,22,3.55
13:00:01-14:00:00,3,8.33,113,4.95,1311,5.35,25.8,8.33,2,5.56,132,5.51,1709,6.63,17.2,5.56,5,6.94,245,5.24,3020,6.01,43,6.95
14:00:01-15:00:00,6,16.67,175,7.66,1729,7.06,51.6,16.67,5,13.89,131,5.47,1599,6.21,43,13.89,11,15.28,306,6.54,3328,6.62,95,15.35
15:00:01-16:00:00,1,2.78,99,4.33,1049,4.28,8.6,2.78,2,5.56,192,8.02,2182,8.47,17.2,5.56,3,4.17,291,6.22,3231,6.43,26,4.2
16:00:01-17:00:00,1,2.78,168,7.36,1774,7.24,8.6,2.78,3,8.33,181,7.56,2233,8.67,25.8,8.33,4,5.56,349,7.46,4007,7.97,34,5.49
17:00:01-18:00:00,2,5.56,57,2.5,582,2.38,8,2.58,1,2.78,121,5.05,1252,4.86,8.6,2.78,3,4.17,178,3.8,1834,3.65,17,2.75
18:00:01-19:00:00,0,0,112,4.9,1206,4.92,0,0,0,0,89,3.72,839,3.26,0,0,0,0,201,4.3,2045,4.07,0,0
19:00:01-20:00:00,1,2.78,131,5.74,1312,5.36,4,1.29,1,2.78,47,1.96,524,2.03,8.6,2.78,2,2.78,178,3.8,1836,3.65,13,2.1
20:00:01-21:00:00,0,0,32,1.4,298,1.22,0,0,1,2.78,96,4.01,1072,4.16,3.6,1.16,1,1.39,128,2.74,1370,2.73,4,0.65
21:00:01-22:00:00,1,2.78,73,3.2,672,2.74,8.6,2.78,0,0,15,0.63,136,0.53,0,0,1,1.39,88,1.88,808,1.61,9,1.45
22:00:01-23:00:00,0,0,10,0.44,80,0.33,0,0,1,2.78,62,2.59,430,1.67,8.6,2.78,1,1.39,72,1.54,510,1.01,9,1.45
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.78,24,1,186,0.72,8.6,2.78,1,1.39,24,0.51,186,0.37,9,1.45
,36,,2284,,24499,,309.6,,36,,2395,,25760,,309.6,,72,,4679,,50259,,619,
