Route:- 3870,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,3,4.35,97,6.76,779,6.17,10.8,4.35,3,4.29,87,8.77,738,8.53,10.8,4.29,6,4.32,184,7.58,1517,7.13,22,4.4
05:00:01-06:00:00,6,8.7,74,5.16,650,5.15,21.6,8.7,7,10,46,4.64,362,4.18,25.2,10,13,9.35,120,4.94,1012,4.75,47,9.4
06:00:01-07:00:00,4,5.8,36,2.51,304,2.41,14.4,5.8,6,8.57,45,4.54,392,4.53,21.6,8.57,10,7.19,81,3.34,696,3.27,36,7.2
07:00:01-08:00:00,5,7.25,56,3.9,448,3.55,18,7.25,7,10,69,6.96,568,6.56,25.2,10,12,8.63,125,5.15,1016,4.77,43,8.6
08:00:01-09:00:00,6,8.7,85,5.92,724,5.73,21.6,8.7,5,7.14,55,5.54,521,6.02,18,7.14,11,7.91,140,5.77,1245,5.85,40,8
09:00:01-10:00:00,2,2.9,36,2.51,306,2.42,7.2,2.9,3,4.29,63,6.35,626,7.23,10.8,4.29,5,3.6,99,4.08,932,4.38,18,3.6
10:00:01-11:00:00,3,4.35,108,7.53,1046,8.28,10.8,4.35,3,4.29,32,3.23,341,3.94,10.8,4.29,6,4.32,140,5.77,1387,6.52,22,4.4
11:00:01-12:00:00,2,2.9,42,2.93,371,2.94,7.2,2.9,1,1.43,18,1.81,223,2.58,3.6,1.43,3,2.16,60,2.47,594,2.79,11,2.2
12:00:01-13:00:00,1,1.45,49,3.41,503,3.98,3.6,1.45,3,4.29,24,2.42,204,2.36,10.8,4.29,4,2.88,73,3.01,707,3.32,14,2.8
13:00:01-14:00:00,2,2.9,48,3.34,445,3.52,7.2,2.9,4,5.71,28,2.82,271,3.13,4.4,1.75,6,4.32,76,3.13,716,3.36,12,2.4
14:00:01-15:00:00,2,2.9,60,4.18,509,4.03,7.2,2.9,2,2.86,36,3.63,280,3.24,2.2,0.87,4,2.88,96,3.96,789,3.71,9,1.8
15:00:01-16:00:00,2,2.9,38,2.65,350,2.77,7.2,2.9,2,2.86,20,2.02,142,1.64,4.8,1.9,4,2.88,58,2.39,492,2.31,12,2.4
16:00:01-17:00:00,3,4.35,65,4.53,581,4.6,10.8,4.35,4,5.71,50,5.04,387,4.47,9.6,3.81,7,5.04,115,4.74,968,4.55,20,4
17:00:01-18:00:00,5,7.25,122,8.5,1044,8.26,18,7.25,4,5.71,94,9.48,809,9.35,14.4,5.71,9,6.47,216,8.9,1853,8.7,32,6.4
18:00:01-19:00:00,3,4.35,90,6.27,785,6.21,10.8,4.35,3,4.29,108,10.89,888,10.26,10.8,4.29,6,4.32,198,8.16,1673,7.86,22,4.4
19:00:01-20:00:00,3,4.35,151,10.52,1369,10.84,10.8,4.35,2,2.86,52,5.24,434,5.02,7.2,2.86,5,3.6,203,8.36,1803,8.47,18,3.6
20:00:01-21:00:00,3,4.35,109,7.6,993,7.86,7.5,3.02,4,5.71,90,9.07,814,9.41,14.4,5.71,7,5.04,199,8.2,1807,8.49,22,4.4
21:00:01-22:00:00,4,5.8,74,5.16,660,5.22,14.4,5.8,4,5.71,40,4.03,348,4.02,9.6,3.81,8,5.76,114,4.7,1008,4.74,24,4.8
22:00:01-23:00:00,6,8.7,78,5.44,628,4.97,21.6,8.7,2,2.86,34,3.43,306,3.54,2.2,0.87,8,5.76,112,4.61,934,4.39,24,4.8
23:00:01-24:00:00,4,5.8,17,1.18,138,1.09,9.6,3.86,1,1.43,1,0.1,0,0,3.6,1.43,5,3.6,18,0.74,138,0.65,13,2.6
,69,,1435,,12633,,248.4,,70,,992,,8654,,252,,139,,2427,,21287,,500,
