Route:- 0071,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,7.14,4,0.4,0,0,30.4,7.14,0,0,0,0,0,0,0,0,1,3.7,4,0.18,0,0,30,3.65
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,7.69,0,0,0,0,30.4,7.69,1,3.7,0,0,0,0,30,3.65
06:00:01-07:00:00,0,0,0,0,0,0,0,0,0,0,15,1.29,301,1.95,0,0,0,0,15,0.69,301,1.08,0,0
07:00:01-08:00:00,0,0,0,0,0,0,0,0,2,15.38,114,9.8,1797,11.65,11,2.78,2,7.41,114,5.26,1797,6.46,11,1.34
08:00:01-09:00:00,2,14.29,53,5.28,639,5.16,60.8,14.29,0,0,58,4.99,804,5.21,0,0,2,7.41,111,5.12,1443,5.19,61,7.43
09:00:01-10:00:00,1,7.14,107,10.66,1554,12.55,3.2,0.75,2,15.38,24,2.06,315,2.04,60.8,15.38,3,11.11,131,6.05,1869,6.72,64,7.8
10:00:01-11:00:00,0,0,90,8.96,1042,8.41,0,0,1,7.69,156,13.41,2090,13.55,13.4,3.39,1,3.7,246,11.35,3132,11.26,13,1.58
11:00:01-12:00:00,1,7.14,66,6.57,695,5.61,4.1,0.96,1,7.69,200,17.2,2549,16.53,17.2,4.35,2,7.41,266,12.28,3244,11.66,21,2.56
12:00:01-13:00:00,1,7.14,54,5.38,604,4.88,30.4,7.14,1,7.69,110,9.46,1398,9.06,9.2,2.33,2,7.41,164,7.57,2002,7.2,40,4.87
13:00:01-14:00:00,2,14.29,53,5.28,700,5.65,5.4,1.27,1,7.69,15,1.29,214,1.39,3.4,0.86,3,11.11,68,3.14,914,3.29,9,1.1
14:00:01-15:00:00,0,0,122,12.15,1409,11.38,0,0,1,7.69,55,4.73,723,4.69,5.7,1.44,1,3.7,177,8.17,2132,7.67,6,0.73
15:00:01-16:00:00,2,14.29,42,4.18,412,3.33,8.2,1.93,1,7.69,180,15.48,2414,15.65,3.5,0.89,3,11.11,222,10.24,2826,10.16,12,1.46
16:00:01-17:00:00,1,7.14,130,12.95,1494,12.06,1,0.23,1,7.69,18,1.55,137,0.89,5.6,1.42,2,7.41,148,6.83,1631,5.86,7,0.85
17:00:01-18:00:00,0,0,69,6.87,1149,9.28,0,0,0,0,86,7.39,1143,7.41,0,0,0,0,155,7.15,2292,8.24,0,0
18:00:01-19:00:00,0,0,16,1.59,170,1.37,0,0,0,0,61,5.25,654,4.24,0,0,0,0,77,3.55,824,2.96,0,0
19:00:01-20:00:00,1,7.14,22,2.19,320,2.58,30.4,7.14,1,7.69,2,0.17,24,0.16,30.4,7.69,2,7.41,24,1.11,344,1.24,61,7.43
20:00:01-21:00:00,0,0,52,5.18,739,5.97,0,0,0,0,62,5.33,754,4.89,0,0,0,0,114,5.26,1493,5.37,0,0
21:00:01-22:00:00,1,7.14,57,5.68,618,4.99,30.4,7.14,0,0,7,0.6,108,0.7,0,0,1,3.7,64,2.95,726,2.61,30,3.65
22:00:01-23:00:00,1,7.14,39,3.88,542,4.38,30.4,7.14,0,0,0,0,0,0,0,0,1,3.7,39,1.8,542,1.95,30,3.65
23:00:01-24:00:00,0,0,28,2.79,298,2.41,0,0,0,0,0,0,0,0,0,0,0,0,28,1.29,298,1.07,0,0
,14,,1004,,12385,,425.6,,13,,1163,,15425,,395.2,,27,,2167,,27810,,821,
