Route:- 6080,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,4.48,6,0.45,50,0.45,6.6,4.48,5,8.33,75,7.53,458,5.11,11,8.33,8,6.3,81,3.5,508,2.54,18,6.45
07:00:01-08:00:00,7,10.45,16,1.21,96,0.87,15.4,10.45,6,10,153,15.36,1422,15.86,13.2,10,13,10.24,169,7.29,1518,7.6,29,10.39
08:00:01-09:00:00,2,2.99,29,2.2,184,1.67,4.4,2.99,4,6.67,119,11.95,1382,15.42,4,3.03,6,4.72,148,6.39,1566,7.84,8,2.87
09:00:01-10:00:00,4,5.97,14,1.06,94,0.85,8.8,5.97,4,6.67,114,11.45,1078,12.02,8.8,6.67,8,6.3,128,5.52,1172,5.87,18,6.45
10:00:01-11:00:00,3,4.48,27,2.04,175,1.59,6.6,4.48,2,3.33,97,9.74,952,10.62,4.4,3.33,5,3.94,124,5.35,1127,5.64,11,3.94
11:00:01-12:00:00,3,4.48,40,3.03,391,3.55,6.6,4.48,4,6.67,89,8.94,800,8.92,8.8,6.67,7,5.51,129,5.57,1191,5.96,15,5.38
12:00:01-13:00:00,2,2.99,27,2.04,232,2.11,4.4,2.99,2,3.33,33,3.31,251,2.8,4.4,3.33,4,3.15,60,2.59,483,2.42,9,3.23
13:00:01-14:00:00,1,1.49,10,0.76,82,0.74,2.2,1.49,1,1.67,21,2.11,184,2.05,2.2,1.67,2,1.57,31,1.34,266,1.33,4,1.43
14:00:01-15:00:00,2,2.99,29,2.2,238,2.16,4.4,2.99,3,5,34,3.41,276,3.08,6.6,5,5,3.94,63,2.72,514,2.57,11,3.94
15:00:01-16:00:00,4,5.97,26,1.97,227,2.06,8.8,5.97,3,5,32,3.21,317,3.54,6.6,5,7,5.51,58,2.5,544,2.72,15,5.38
16:00:01-17:00:00,3,4.48,53,4.01,411,3.73,6.6,4.48,3,5,14,1.41,103,1.15,6,4.55,6,4.72,67,2.89,514,2.57,13,4.66
17:00:01-18:00:00,7,10.45,109,8.25,898,8.16,15.4,10.45,3,5,32,3.21,262,2.92,6.6,5,10,7.87,141,6.09,1160,5.81,22,7.89
18:00:01-19:00:00,7,10.45,120,9.08,986,8.95,15.4,10.45,4,6.67,30,3.01,246,2.74,8,6.06,11,8.66,150,6.47,1232,6.17,23,8.24
19:00:01-20:00:00,5,7.46,224,16.96,1882,17.09,10,6.78,4,6.67,48,4.82,410,4.57,8.8,6.67,9,7.09,272,11.74,2292,11.47,19,6.81
20:00:01-21:00:00,5,7.46,244,18.47,2074,18.84,11,7.46,4,6.67,40,4.02,288,3.21,8.8,6.67,9,7.09,284,12.26,2362,11.82,20,7.17
21:00:01-22:00:00,3,4.48,183,13.85,1569,14.25,6,4.07,4,6.67,32,3.21,254,2.83,8.8,6.67,7,5.51,215,9.28,1823,9.13,15,5.38
22:00:01-23:00:00,5,7.46,135,10.22,1178,10.7,11,7.46,3,5,31,3.11,266,2.97,6.6,5,8,6.3,166,7.16,1444,7.23,18,6.45
23:00:01-24:00:00,1,1.49,29,2.2,244,2.22,2,1.36,1,1.67,2,0.2,16,0.18,2,1.52,2,1.57,31,1.34,260,1.3,4,1.43
,67,,1321,,11011,,147.4,,60,,996,,8965,,132,,127,,2317,,19976,,279,
