Route:- 6050,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,13,9.29,169,3.99,1393,3.75,33.8,9.29,7,5.56,63,1.8,548,1.77,18.2,5.56,20,7.52,232,2.99,1941,2.85,52,7.51
05:00:01-06:00:00,7,5,28,0.66,187,0.5,18.2,5,9,7.14,225,6.41,1828,5.89,23.4,7.14,16,6.02,253,3.27,2015,2.95,42,6.07
06:00:01-07:00:00,8,5.71,45,1.06,360,0.97,20.8,5.71,11,8.73,263,7.5,1572,5.07,28.6,8.73,19,7.14,308,3.98,1932,2.83,49,7.08
07:00:01-08:00:00,9,6.43,65,1.53,432,1.16,23.4,6.43,6,4.76,277,7.9,2360,7.61,7.8,2.38,15,5.64,342,4.41,2792,4.09,31,4.48
08:00:01-09:00:00,6,4.29,123,2.9,962,2.59,12,3.3,8,6.35,414,11.8,4112,13.26,20.8,6.35,14,5.26,537,6.93,5074,7.44,33,4.77
09:00:01-10:00:00,7,5,156,3.68,1285,3.46,18.2,5,6,4.76,271,7.73,2526,8.14,15.6,4.76,13,4.89,427,5.51,3811,5.59,34,4.91
10:00:01-11:00:00,7,5,167,3.94,1292,3.47,18.2,5,5,3.97,285,8.12,2671,8.61,13,3.97,12,4.51,452,5.83,3963,5.81,31,4.48
11:00:01-12:00:00,3,2.14,146,3.44,1284,3.45,7.8,2.14,6,4.76,272,7.75,2784,8.98,15.6,4.76,9,3.38,418,5.39,4068,5.96,23,3.32
12:00:01-13:00:00,5,3.57,199,4.69,1674,4.5,13,3.57,5,3.97,126,3.59,1198,3.86,13,3.97,10,3.76,325,4.19,2872,4.21,26,3.76
13:00:01-14:00:00,3,2.14,103,2.43,929,2.5,6,1.65,2,1.59,86,2.45,835,2.69,5.2,1.59,5,1.88,189,2.44,1764,2.59,11,1.59
14:00:01-15:00:00,5,3.57,223,5.26,1894,5.09,13,3.57,6,4.76,161,4.59,1428,4.6,15.6,4.76,11,4.14,384,4.96,3322,4.87,29,4.19
15:00:01-16:00:00,5,3.57,271,6.39,2401,6.46,13,3.57,5,3.97,153,4.36,1310,4.22,13,3.97,10,3.76,424,5.47,3711,5.44,26,3.76
16:00:01-17:00:00,8,5.71,296,6.98,2652,7.13,20.8,5.71,5,3.97,122,3.48,1137,3.67,13,3.97,13,4.89,418,5.39,3789,5.55,34,4.91
17:00:01-18:00:00,7,5,320,7.55,2876,7.73,18.2,5,6,4.76,151,4.3,1282,4.13,15.6,4.76,13,4.89,471,6.08,4158,6.1,34,4.91
18:00:01-19:00:00,10,7.14,335,7.9,3036,8.16,26,7.14,6,4.76,166,4.73,1393,4.49,15.6,4.76,16,6.02,501,6.47,4429,6.49,42,6.07
19:00:01-20:00:00,9,6.43,438,10.33,3857,10.37,23.4,6.43,7,5.56,120,3.42,1059,3.41,18.2,5.56,16,6.02,558,7.2,4916,7.21,42,6.07
20:00:01-21:00:00,5,3.57,290,6.84,2713,7.29,13,3.57,6,4.76,132,3.76,1093,3.52,12,3.66,11,4.14,422,5.45,3806,5.58,25,3.61
21:00:01-22:00:00,11,7.86,329,7.76,2992,8.05,28.6,7.86,8,6.35,124,3.53,1056,3.4,20.8,6.35,19,7.14,453,5.85,4048,5.93,49,7.08
22:00:01-23:00:00,6,4.29,329,7.76,3045,8.19,15.6,4.29,6,4.76,66,1.88,544,1.75,15.6,4.76,12,4.51,395,5.1,3589,5.26,31,4.48
23:00:01-24:00:00,6,4.29,208,4.91,1926,5.18,15.6,4.29,5,3.97,31,0.88,283,0.91,13,3.97,11,4.14,239,3.08,2209,3.24,29,4.19
,140,,4240,,37190,,364,,126,,3508,,31019,,327.6,,266,,7748,,68209,,692,
