Route:- 3310,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.03,17,1.24,174,1.16,9,3.03,0,0,0,0,0,0,0,0,1,1.56,17,0.64,174,0.59,9,1.56
06:00:01-07:00:00,3,9.09,97,7.05,842,5.6,27,9.09,3,9.68,32,2.49,372,2.57,27,9.68,6,9.38,129,4.85,1214,4.11,54,9.38
07:00:01-08:00:00,4,12.12,132,9.6,1348,8.97,36,12.12,3,9.68,101,7.87,988,6.82,27,9.68,7,10.94,233,8.76,2336,7.91,63,10.94
08:00:01-09:00:00,2,6.06,119,8.65,1506,10.02,13.2,4.44,2,6.45,142,11.06,1680,11.6,4.8,1.72,4,6.25,261,9.82,3186,10.79,18,3.13
09:00:01-10:00:00,2,6.06,216,15.71,2540,16.91,18,6.06,2,6.45,85,6.62,858,5.92,3.6,1.29,4,6.25,301,11.32,3398,11.51,22,3.82
10:00:01-11:00:00,1,3.03,22,1.6,260,1.73,6.6,2.22,2,6.45,129,10.05,1518,10.48,18,6.45,3,4.69,151,5.68,1778,6.02,25,4.34
11:00:01-12:00:00,1,3.03,33,2.4,537,3.57,9,3.03,1,3.23,55,4.28,684,4.72,4,1.43,2,3.13,88,3.31,1221,4.14,13,2.26
12:00:01-13:00:00,1,3.03,39,2.84,467,3.11,9,3.03,1,3.23,51,3.97,643,4.44,9,3.23,2,3.13,90,3.38,1110,3.76,18,3.13
13:00:01-14:00:00,3,9.09,105,7.64,1207,8.03,27,9.09,1,3.23,42,3.27,464,3.2,2.9,1.04,4,6.25,147,5.53,1671,5.66,30,5.21
14:00:01-15:00:00,1,3.03,20,1.45,254,1.69,5.2,1.75,3,9.68,103,8.02,1182,8.16,27,9.68,4,6.25,123,4.63,1436,4.87,32,5.56
15:00:01-16:00:00,2,6.06,50,3.64,499,3.32,10.4,3.5,2,6.45,44,3.43,506,3.49,18,6.45,4,6.25,94,3.54,1005,3.41,28,4.86
16:00:01-17:00:00,3,9.09,99,7.2,966,6.43,27,9.09,0,0,67,5.22,704,4.86,0,0,3,4.69,166,6.24,1670,5.66,27,4.69
17:00:01-18:00:00,1,3.03,44,3.2,460,3.06,2.4,0.81,3,9.68,79,6.15,952,6.57,27,9.68,4,6.25,123,4.63,1412,4.78,29,5.03
18:00:01-19:00:00,1,3.03,77,5.6,776,5.16,9,3.03,1,3.23,114,8.88,1236,8.53,2.3,0.82,2,3.13,191,7.18,2012,6.82,11,1.91
19:00:01-20:00:00,4,12.12,111,8.07,1087,7.23,36,12.12,1,3.23,31,2.41,416,2.87,9,3.23,5,7.81,142,5.34,1503,5.09,45,7.81
20:00:01-21:00:00,0,0,50,3.64,490,3.26,0,0,3,9.68,83,6.46,856,5.91,27,9.68,3,4.69,133,5,1346,4.56,27,4.69
21:00:01-22:00:00,3,9.09,99,7.2,1152,7.67,27,9.09,1,3.23,72,5.61,874,6.03,9,3.23,4,6.25,171,6.43,2026,6.86,36,6.25
22:00:01-23:00:00,0,0,45,3.27,460,3.06,0,0,2,6.45,53,4.13,546,3.77,7,2.51,2,3.13,98,3.69,1006,3.41,7,1.22
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,1,0.08,10,0.07,0,0,0,0,1,0.04,10,0.03,0,0
,33,,1375,,15025,,297,,31,,1284,,14489,,279,,64,,2659,,29514,,576,
