Route:- 3860,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,3,6.67,9,0.79,94,0.89,21,6.67,5,11.36,31,3.56,302,3.55,35,19.89,8,8.99,40,2,396,2.07,56,11.41
07:00:01-08:00:00,7,15.56,54,4.76,606,5.71,49,15.56,6,13.64,70,8.05,708,8.32,42,23.86,13,14.61,124,6.19,1314,6.87,91,18.53
08:00:01-09:00:00,4,8.89,91,8.02,862,8.12,28,8.89,4,9.09,130,14.94,1330,15.63,9.6,5.45,8,8.99,221,11.03,2192,11.46,38,7.74
09:00:01-10:00:00,4,8.89,182,16.05,1662,15.65,28,8.89,3,6.82,124,14.25,1252,14.72,14.4,8.18,7,7.87,306,15.27,2914,15.24,42,8.55
10:00:01-11:00:00,4,8.89,181,15.96,1787,16.83,28,8.89,4,9.09,70,8.05,718,8.44,28,15.91,8,8.99,251,12.52,2505,13.1,56,11.41
11:00:01-12:00:00,3,6.67,50,4.41,589,5.55,17.7,5.62,5,11.36,71,8.16,682,8.02,20,11.36,8,8.99,121,6.04,1271,6.65,38,7.74
12:00:01-13:00:00,3,6.67,69,6.08,555,5.23,21,6.67,1,2.27,20,2.3,192,2.26,7,3.98,4,4.49,89,4.44,747,3.91,28,5.7
13:00:01-14:00:00,3,6.67,41,3.62,404,3.81,12,3.81,2,4.55,51,5.86,422,4.96,14,7.95,5,5.62,92,4.59,826,4.32,26,5.3
14:00:01-15:00:00,1,2.22,36,3.17,271,2.55,2.9,0.92,1,2.27,13,1.49,144,1.69,7,3.98,2,2.25,49,2.45,415,2.17,10,2.04
15:00:01-16:00:00,1,2.22,41,3.62,348,3.28,7,2.22,2,4.55,46,5.29,359,4.22,8,4.55,3,3.37,87,4.34,707,3.7,15,3.05
16:00:01-17:00:00,1,2.22,37,3.26,332,3.13,2.4,0.76,2,4.55,35,4.02,358,4.21,14,7.95,3,3.37,72,3.59,690,3.61,16,3.26
17:00:01-18:00:00,2,4.44,54,4.76,457,4.3,8,2.54,1,2.27,40,4.6,362,4.25,5.6,3.18,3,3.37,94,4.69,819,4.28,14,2.85
18:00:01-19:00:00,2,4.44,94,8.29,848,7.99,14,4.44,2,4.55,41,4.71,441,5.18,14,7.95,4,4.49,135,6.74,1289,6.74,28,5.7
19:00:01-20:00:00,1,2.22,5,0.44,38,0.36,3.6,1.14,1,2.27,82,9.43,825,9.7,7,3.98,2,2.25,87,4.34,863,4.51,11,2.24
20:00:01-21:00:00,3,6.67,127,11.2,1154,10.87,12,3.81,2,4.55,33,3.79,301,3.54,2.2,1.25,5,5.62,160,7.98,1455,7.61,14,2.85
21:00:01-22:00:00,3,6.67,61,5.38,590,5.56,21,6.67,2,4.55,13,1.49,112,1.32,2.2,1.25,5,5.62,74,3.69,702,3.67,23,4.68
22:00:01-23:00:00,0,0,2,0.18,20,0.19,0,0,1,2.27,0,0,0,0,4,2.27,1,1.12,2,0.1,20,0.1,4,0.81
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,45,,1134,,10617,,315,,44,,870,,8508,,176,,89,,2004,,19125,,491,
