Route:- 4100,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,7.5,19,1.04,192,0.93,43.5,7.5,0,0,0,0,0,0,0,0,3,3.75,19,0.47,192,0.44,44,3.79
06:00:01-07:00:00,3,7.5,74,4.06,732,3.55,12.3,2.12,3,7.5,38,1.69,414,1.78,43.5,7.5,6,7.5,112,2.75,1146,2.61,56,4.83
07:00:01-08:00:00,5,12.5,86,4.72,1002,4.86,72.5,12.5,3,7.5,115,5.11,1116,4.81,5.7,0.98,8,10,201,4.94,2118,4.83,78,6.72
08:00:01-09:00:00,1,2.5,295,16.19,3368,16.32,6,1.03,3,7.5,192,8.53,2108,9.08,43.5,7.5,4,5,487,11.96,5476,12.49,50,4.31
09:00:01-10:00:00,1,2.5,242,13.28,2958,14.33,11.7,2.02,3,7.5,233,10.36,2682,11.56,26.7,4.6,4,5,475,11.67,5640,12.86,38,3.28
10:00:01-11:00:00,2,5,126,6.92,1650,8,6.4,1.1,2,5,143,6.36,1610,6.94,29,5,4,5,269,6.61,3260,7.44,35,3.02
11:00:01-12:00:00,3,7.5,117,6.42,1685,8.17,43.5,7.5,0,0,63,2.8,609,2.62,0,0,3,3.75,180,4.42,2294,5.23,44,3.79
12:00:01-13:00:00,2,5,132,7.24,1410,6.83,9.6,1.66,3,7.5,105,4.67,1100,4.74,43.5,7.5,5,6.25,237,5.82,2510,5.72,53,4.57
13:00:01-14:00:00,3,7.5,56,3.07,606,2.94,43.5,7.5,4,10,135,6,1358,5.85,18.4,3.17,7,8.75,191,4.69,1964,4.48,62,5.34
14:00:01-15:00:00,3,7.5,84,4.61,1079,5.23,43.5,7.5,1,2.5,95,4.22,915,3.94,3.7,0.64,4,5,179,4.4,1994,4.55,47,4.05
15:00:01-16:00:00,2,5,40,2.2,407,1.97,22.4,3.86,3,7.5,81,3.6,970,4.18,43.5,7.5,5,6.25,121,2.97,1377,3.14,66,5.69
16:00:01-17:00:00,3,7.5,66,3.62,673,3.26,43.5,7.5,1,2.5,41,1.82,428,1.84,3.7,0.64,4,5,107,2.63,1101,2.51,47,4.05
17:00:01-18:00:00,1,2.5,36,1.98,376,1.82,7.8,1.34,4,10,98,4.36,1072,4.62,58,10,5,6.25,134,3.29,1448,3.3,66,5.69
18:00:01-19:00:00,3,7.5,108,5.93,1136,5.51,43.5,7.5,1,2.5,162,7.2,1550,6.68,3.7,0.64,4,5,270,6.63,2686,6.13,47,4.05
19:00:01-20:00:00,1,2.5,127,6.97,1384,6.71,14.5,2.5,3,7.5,258,11.47,2513,10.83,43.5,7.5,4,5,385,9.45,3897,8.89,58,5
20:00:01-21:00:00,2,5,81,4.45,829,4.02,11.4,1.97,3,7.5,236,10.49,2349,10.12,16.2,2.79,5,6.25,317,7.78,3178,7.25,28,2.41
21:00:01-22:00:00,2,5,114,6.26,1008,4.88,8.4,1.45,3,7.5,169,7.51,1662,7.16,43.5,7.5,5,6.25,283,6.95,2670,6.09,52,4.48
22:00:01-23:00:00,0,0,19,1.04,140,0.68,0,0,0,0,86,3.82,753,3.24,0,0,0,0,105,2.58,893,2.04,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,40,,1822,,20635,,580,,40,,2250,,23209,,580,,80,,4072,,43844,,1160,
