Route:- 6064,Date:- 10/27/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,7,4.86,402,4.22,3271,4.19,30.8,4.86,0,0,0,0,0,0,0,0,7,4.86,402,4.22,3271,4.19,31,4.89
05:00:01-06:00:00,5,3.47,135,1.42,1076,1.38,12,1.89,0,0,0,0,0,0,0,0,5,3.47,135,1.42,1076,1.38,12,1.89
06:00:01-07:00:00,8,5.56,188,1.98,1382,1.77,19.2,3.03,0,0,0,0,0,0,0,0,8,5.56,188,1.98,1382,1.77,19,3
07:00:01-08:00:00,9,6.25,380,3.99,3203,4.11,39.6,6.25,0,0,0,0,0,0,0,0,9,6.25,380,3.99,3203,4.11,40,6.31
08:00:01-09:00:00,10,6.94,717,7.54,6426,8.24,20,3.16,0,0,0,0,0,0,0,0,10,6.94,717,7.54,6426,8.24,20,3.15
09:00:01-10:00:00,8,5.56,747,7.85,6668,8.55,24.8,3.91,0,0,0,0,0,0,0,0,8,5.56,747,7.85,6668,8.55,25,3.94
10:00:01-11:00:00,9,6.25,539,5.66,4675,5.99,39.6,6.25,0,0,0,0,0,0,0,0,9,6.25,539,5.66,4675,5.99,40,6.31
11:00:01-12:00:00,5,3.47,368,3.87,3205,4.11,10,1.58,0,0,0,0,0,0,0,0,5,3.47,368,3.87,3205,4.11,10,1.58
12:00:01-13:00:00,5,3.47,377,3.96,3209,4.11,10,1.58,0,0,0,0,0,0,0,0,5,3.47,377,3.96,3209,4.11,10,1.58
13:00:01-14:00:00,6,4.17,418,4.39,3483,4.47,14.4,2.27,0,0,0,0,0,0,0,0,6,4.17,418,4.39,3483,4.47,14,2.21
14:00:01-15:00:00,8,5.56,424,4.46,3535,4.53,35.2,5.56,0,0,0,0,0,0,0,0,8,5.56,424,4.46,3535,4.53,35,5.52
15:00:01-16:00:00,8,5.56,508,5.34,4033,5.17,35.2,5.56,0,0,0,0,0,0,0,0,8,5.56,508,5.34,4033,5.17,35,5.52
16:00:01-17:00:00,6,4.17,518,5.44,4201,5.39,12,1.89,0,0,0,0,0,0,0,0,6,4.17,518,5.44,4201,5.39,12,1.89
17:00:01-18:00:00,7,4.86,518,5.44,4110,5.27,30.8,4.86,0,0,0,0,0,0,0,0,7,4.86,518,5.44,4110,5.27,31,4.89
18:00:01-19:00:00,9,6.25,779,8.19,6026,7.73,18,2.84,0,0,0,0,0,0,0,0,9,6.25,779,8.19,6026,7.73,18,2.84
19:00:01-20:00:00,11,7.64,845,8.88,6536,8.38,22,3.47,0,0,0,0,0,0,0,0,11,7.64,845,8.88,6536,8.38,22,3.47
20:00:01-21:00:00,5,3.47,648,6.81,5084,6.52,22,3.47,0,0,0,0,0,0,0,0,5,3.47,648,6.81,5084,6.52,22,3.47
21:00:01-22:00:00,9,6.25,502,5.28,3854,4.94,39.6,6.25,0,0,0,0,0,0,0,0,9,6.25,502,5.28,3854,4.94,40,6.31
22:00:01-23:00:00,6,4.17,304,3.19,2409,3.09,26.4,4.17,0,0,0,0,0,0,0,0,6,4.17,304,3.19,2409,3.09,26,4.1
23:00:01-24:00:00,3,2.08,198,2.08,1602,2.05,6,0.95,0,0,0,0,0,0,0,0,3,2.08,198,2.08,1602,2.05,6,0.95
,144,,9515,,77988,,633.6,,0,,0,,0,,0,,144,,9515,,77988,,634,
