Route:- 6074,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,6,7.89,150,6.36,1180,5.63,25.8,6.17,0,0,0,0,0,0,0,0,6,7.89,150,6.36,1180,5.63,26,6.22
05:00:01-06:00:00,4,5.26,13,0.55,86,0.41,22,5.26,0,0,0,0,0,0,0,0,4,5.26,13,0.55,86,0.41,22,5.26
06:00:01-07:00:00,7,9.21,92,3.9,784,3.74,30.1,7.2,0,0,0,0,0,0,0,0,7,9.21,92,3.9,784,3.74,30,7.18
07:00:01-08:00:00,6,7.89,68,2.88,457,2.18,33,7.89,0,0,0,0,0,0,0,0,6,7.89,68,2.88,457,2.18,33,7.89
08:00:01-09:00:00,4,5.26,151,6.4,1201,5.73,22,5.26,0,0,0,0,0,0,0,0,4,5.26,151,6.4,1201,5.73,22,5.26
09:00:01-10:00:00,3,3.95,86,3.65,779,3.71,12.9,3.09,0,0,0,0,0,0,0,0,3,3.95,86,3.65,779,3.71,13,3.11
10:00:01-11:00:00,3,3.95,96,4.07,829,3.95,16.5,3.95,0,0,0,0,0,0,0,0,3,3.95,96,4.07,829,3.95,16,3.83
11:00:01-12:00:00,4,5.26,116,4.92,989,4.72,17.2,4.11,0,0,0,0,0,0,0,0,4,5.26,116,4.92,989,4.72,17,4.07
12:00:01-13:00:00,3,3.95,129,5.47,1168,5.57,16.5,3.95,0,0,0,0,0,0,0,0,3,3.95,129,5.47,1168,5.57,16,3.83
13:00:01-14:00:00,5,6.58,128,5.43,1117,5.33,27.5,6.58,0,0,0,0,0,0,0,0,5,6.58,128,5.43,1117,5.33,28,6.7
14:00:01-15:00:00,4,5.26,91,3.86,779,3.71,10.8,2.58,0,0,0,0,0,0,0,0,4,5.26,91,3.86,779,3.71,11,2.63
15:00:01-16:00:00,4,5.26,103,4.37,956,4.56,17.2,4.11,0,0,0,0,0,0,0,0,4,5.26,103,4.37,956,4.56,17,4.07
16:00:01-17:00:00,3,3.95,139,5.89,1291,6.16,8.1,1.94,0,0,0,0,0,0,0,0,3,3.95,139,5.89,1291,6.16,8,1.91
17:00:01-18:00:00,3,3.95,142,6.02,1329,6.34,16.5,3.95,0,0,0,0,0,0,0,0,3,3.95,142,6.02,1329,6.34,16,3.83
18:00:01-19:00:00,6,7.89,228,9.67,2185,10.42,33,7.89,0,0,0,0,0,0,0,0,6,7.89,228,9.67,2185,10.42,33,7.89
19:00:01-20:00:00,1,1.32,133,5.64,1219,5.81,2.7,0.65,0,0,0,0,0,0,0,0,1,1.32,133,5.64,1219,5.81,3,0.72
20:00:01-21:00:00,4,5.26,212,8.99,1989,9.48,10.8,2.58,0,0,0,0,0,0,0,0,4,5.26,212,8.99,1989,9.48,11,2.63
21:00:01-22:00:00,3,3.95,143,6.06,1327,6.33,8.1,1.94,0,0,0,0,0,0,0,0,3,3.95,143,6.06,1327,6.33,8,1.91
22:00:01-23:00:00,2,2.63,124,5.26,1164,5.55,2.4,0.57,0,0,0,0,0,0,0,0,2,2.63,124,5.26,1164,5.55,2,0.48
23:00:01-24:00:00,1,1.32,15,0.64,142,0.68,1.6,0.38,0,0,0,0,0,0,0,0,1,1.32,15,0.64,142,0.68,2,0.48
,76,,2359,,20971,,418,,0,,0,,0,,0,,76,,2359,,20971,,418,
