Route:- 3400,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,1,2.94,14,0.87,122,0.7,8.6,2.94,1,2.94,4,0.24,30,0.17,8.6,2.94,2,2.94,18,0.55,152,0.43,17,2.91
07:00:01-08:00:00,3,8.82,168,10.47,1787,10.28,25.8,8.82,1,2.94,8,0.48,56,0.32,1.8,0.62,4,5.88,176,5.39,1843,5.27,28,4.79
08:00:01-09:00:00,1,2.94,32,2,428,2.46,8.6,2.94,2,5.88,196,11.79,2118,12.04,17.2,5.88,3,4.41,228,6.98,2546,7.28,26,4.44
09:00:01-10:00:00,2,5.88,188,11.72,2115,12.17,17.2,5.88,2,5.88,64,3.85,736,4.18,17.2,5.88,4,5.88,252,7.71,2851,8.15,34,5.81
10:00:01-11:00:00,3,8.82,218,13.59,2364,13.6,25.8,8.82,2,5.88,141,8.48,1404,7.98,17.2,5.88,5,7.35,359,10.99,3768,10.78,43,7.35
11:00:01-12:00:00,3,8.82,51,3.18,611,3.52,25.8,8.82,2,5.88,79,4.75,854,4.86,13.6,4.65,5,7.35,130,3.98,1465,4.19,39,6.67
12:00:01-13:00:00,2,5.88,113,7.04,1141,6.57,8,2.74,4,11.76,150,9.02,1419,8.07,34.4,11.76,6,8.82,263,8.05,2560,7.32,42,7.18
13:00:01-14:00:00,3,8.82,159,9.91,1755,10.1,5.4,1.85,1,2.94,71,4.27,671,3.82,1.8,0.62,4,5.88,230,7.04,2426,6.94,7,1.2
14:00:01-15:00:00,5,14.71,130,8.1,1417,8.15,43,14.71,4,11.76,148,8.9,1622,9.22,34.4,11.76,9,13.24,278,8.51,3039,8.69,77,13.16
15:00:01-16:00:00,0,0,119,7.42,1300,7.48,0,0,3,8.82,179,10.76,1971,11.21,25.8,8.82,3,4.41,298,9.12,3271,9.36,26,4.44
16:00:01-17:00:00,1,2.94,79,4.93,889,5.12,8.6,2.94,3,8.82,116,6.98,1225,6.96,25.8,8.82,4,5.88,195,5.97,2114,6.05,34,5.81
17:00:01-18:00:00,3,8.82,41,2.56,432,2.49,25.8,8.82,1,2.94,104,6.25,1126,6.4,8.6,2.94,4,5.88,145,4.44,1558,4.46,34,5.81
18:00:01-19:00:00,3,8.82,54,3.37,546,3.14,25.8,8.82,2,5.88,94,5.65,1088,6.19,3.6,1.23,5,7.35,148,4.53,1634,4.67,29,4.96
19:00:01-20:00:00,2,5.88,148,9.23,1577,9.08,13.6,4.65,1,2.94,52,3.13,538,3.06,6.8,2.33,3,4.41,200,6.12,2115,6.05,20,3.42
20:00:01-21:00:00,2,5.88,49,3.05,523,3.01,9.2,3.15,2,5.88,104,6.25,1168,6.64,17.2,5.88,4,5.88,153,4.68,1691,4.84,26,4.44
21:00:01-22:00:00,0,0,41,2.56,369,2.12,0,0,1,2.94,57,3.43,658,3.74,8.6,2.94,1,1.47,98,3,1027,2.94,9,1.54
22:00:01-23:00:00,0,0,0,0,0,0,0,0,1,2.94,88,5.29,832,4.73,5,1.71,1,1.47,88,2.69,832,2.38,5,0.85
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.94,8,0.48,72,0.41,8.6,2.94,1,1.47,8,0.24,72,0.21,9,1.54
,34,,1604,,17376,,292.4,,34,,1663,,17588,,292.4,,68,,3267,,34964,,585,
