Route:- 6120,Date:- 10/15/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,4.17,1,0.23,10,0.3,2.8,4.17,0,0,0,0,0,0,0,0,1,2.08,1,0.12,10,0.14,3,2.24
06:00:01-07:00:00,1,4.17,2,0.46,16,0.47,2.8,4.17,2,8.33,10,2.43,120,3.07,5.6,8.33,3,6.25,12,1.42,136,1.86,8,5.97
07:00:01-08:00:00,3,12.5,6,1.39,50,1.48,8.4,12.5,2,8.33,27,6.55,226,5.78,5.6,8.33,5,10.42,33,3.91,276,3.78,14,10.45
08:00:01-09:00:00,2,8.33,8,1.85,72,2.13,5.6,8.33,4,16.67,19,4.61,260,6.64,11.2,16.67,6,12.5,27,3.2,332,4.55,17,12.69
09:00:01-10:00:00,1,4.17,16,3.7,132,3.9,2.8,4.17,2,8.33,7,1.7,64,1.64,5.2,7.74,3,6.25,23,2.73,196,2.69,8,5.97
10:00:01-11:00:00,3,12.5,12,2.78,86,2.54,8.4,12.5,1,4.17,58,14.08,622,15.9,2.8,4.17,4,8.33,70,8.29,708,9.7,11,8.21
11:00:01-12:00:00,1,4.17,6,1.39,54,1.6,2.8,4.17,1,4.17,41,9.95,512,13.08,1.8,2.68,2,4.17,47,5.57,566,7.76,5,3.73
12:00:01-13:00:00,2,8.33,31,7.18,242,7.15,5.6,8.33,2,8.33,37,8.98,413,10.55,5.6,8.33,4,8.33,68,8.06,655,8.98,11,8.21
13:00:01-14:00:00,1,4.17,46,10.65,323,9.54,2.8,4.17,2,8.33,37,8.98,304,7.77,5.6,8.33,3,6.25,83,9.83,627,8.59,8,5.97
14:00:01-15:00:00,2,8.33,17,3.94,148,4.37,3,4.46,1,4.17,9,2.18,76,1.94,2.8,4.17,3,6.25,26,3.08,224,3.07,6,4.48
15:00:01-16:00:00,0,0,12,2.78,88,2.6,0,0,1,4.17,11,2.67,104,2.66,2.8,4.17,1,2.08,23,2.73,192,2.63,3,2.24
16:00:01-17:00:00,1,4.17,25,5.79,170,5.02,1.5,2.23,1,4.17,22,5.34,144,3.68,2.8,4.17,2,4.17,47,5.57,314,4.3,4,2.99
17:00:01-18:00:00,1,4.17,59,13.66,480,14.18,2.8,4.17,1,4.17,29,7.04,278,7.1,2.8,4.17,2,4.17,88,10.43,758,10.39,6,4.48
18:00:01-19:00:00,1,4.17,0,0,0,0,2.8,4.17,1,4.17,62,15.05,466,11.91,2.8,4.17,2,4.17,62,7.35,466,6.39,6,4.48
19:00:01-20:00:00,1,4.17,63,14.58,502,14.83,2.8,4.17,1,4.17,3,0.73,30,0.77,2.8,4.17,2,4.17,66,7.82,532,7.29,6,4.48
20:00:01-21:00:00,1,4.17,42,9.72,342,10.11,2.8,4.17,0,0,27,6.55,220,5.62,0,0,1,2.08,69,8.18,562,7.7,3,2.24
21:00:01-22:00:00,1,4.17,58,13.43,443,13.09,2.8,4.17,1,4.17,12,2.91,66,1.69,2.8,4.17,2,4.17,70,8.29,509,6.98,6,4.48
22:00:01-23:00:00,1,4.17,28,6.48,226,6.68,2.8,4.17,0,0,0,0,0,0,0,0,1,2.08,28,3.32,226,3.1,3,2.24
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,4.17,1,0.24,8,0.2,2.8,4.17,1,2.08,1,0.12,8,0.11,3,2.24
,24,,432,,3384,,67.2,,24,,412,,3913,,67.2,,48,,844,,7297,,134,
