Route:- 6020,Date:- 10/15/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.82,0,0,0,0,5.2,1.82,0,0,0,0,0,0,0,0,1,0.93,0,0,0,0,5,0.89
06:00:01-07:00:00,2,3.64,127,7.06,1236,6.75,10.4,3.64,2,3.77,16,1.36,90,0.8,10.4,3.77,4,3.7,143,4.81,1326,4.49,21,3.74
07:00:01-08:00:00,5,9.09,173,9.62,1655,9.04,24.5,8.57,3,5.66,74,6.28,634,5.65,15.6,5.66,8,7.41,247,8.3,2289,7.76,40,7.12
08:00:01-09:00:00,5,9.09,206,11.46,2072,11.32,26,9.09,6,11.32,109,9.25,1010,9.01,31.2,11.32,11,10.19,315,10.58,3082,10.44,57,10.14
09:00:01-10:00:00,5,9.09,177,9.84,2068,11.3,26,9.09,2,3.77,31,2.63,260,2.32,9.8,3.56,7,6.48,208,6.99,2328,7.89,36,6.41
10:00:01-11:00:00,5,9.09,255,14.18,2834,15.49,21,7.34,7,13.21,49,4.16,534,4.76,36.4,13.21,12,11.11,304,10.22,3368,11.41,57,10.14
11:00:01-12:00:00,4,7.27,116,6.45,1236,6.75,20.8,7.27,5,9.43,91,7.72,943,8.41,24.5,8.89,9,8.33,207,6.96,2179,7.38,45,8.01
12:00:01-13:00:00,5,9.09,121,6.73,1219,6.66,26,9.09,4,7.55,50,4.24,466,4.16,20.8,7.55,9,8.33,171,5.75,1685,5.71,47,8.36
13:00:01-14:00:00,2,3.64,83,4.62,776,4.24,6,2.1,2,3.77,50,4.24,462,4.12,10.4,3.77,4,3.7,133,4.47,1238,4.2,16,2.85
14:00:01-15:00:00,3,5.45,86,4.78,796,4.35,15.6,5.45,3,5.66,64,5.43,566,5.05,15.6,5.66,6,5.56,150,5.04,1362,4.62,31,5.52
15:00:01-16:00:00,4,7.27,58,3.23,595,3.25,20.8,7.27,3,5.66,86,7.3,759,6.77,9,3.27,7,6.48,144,4.84,1354,4.59,30,5.34
16:00:01-17:00:00,4,7.27,59,3.28,618,3.38,20.8,7.27,3,5.66,126,10.7,1228,10.95,15.6,5.66,7,6.48,185,6.22,1846,6.26,36,6.41
17:00:01-18:00:00,1,1.82,48,2.67,460,2.51,1.6,0.56,3,5.66,64,5.43,612,5.46,15.6,5.66,4,3.7,112,3.76,1072,3.63,17,3.02
18:00:01-19:00:00,4,7.27,72,4,738,4.03,20.8,7.27,2,3.77,156,13.24,1578,14.07,10.4,3.77,6,5.56,228,7.66,2316,7.85,31,5.52
19:00:01-20:00:00,2,3.64,113,6.28,1100,6.01,8.4,2.94,3,5.66,100,8.49,1006,8.97,15.6,5.66,5,4.63,213,7.16,2106,7.14,24,4.27
20:00:01-21:00:00,2,3.64,69,3.84,629,3.44,8.4,2.94,3,5.66,67,5.69,682,6.08,15.6,5.66,5,4.63,136,4.57,1311,4.44,24,4.27
21:00:01-22:00:00,1,1.82,35,1.95,266,1.45,3.3,1.15,2,3.77,45,3.82,382,3.41,10.4,3.77,3,2.78,80,2.69,648,2.2,14,2.49
22:00:01-23:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,55,,1798,,18298,,286,,53,,1178,,11212,,275.6,,108,,2976,,29510,,562,
