Route:- 6040,Date:- 10/28/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,4.17,0,0,0,0,7,4.17,0,0,0,0,0,0,0,0,2,2.08,0,0,0,0,7,2.08
06:00:01-07:00:00,4,8.33,29,4.04,138,2.59,8.8,5.24,4,8.33,14,1.3,88,1.05,14,8.33,8,8.33,43,2.39,226,1.65,23,6.85
07:00:01-08:00:00,4,8.33,32,4.46,234,4.4,14,8.33,5,10.42,44,4.07,342,4.09,11,6.55,9,9.38,76,4.23,576,4.21,25,7.44
08:00:01-09:00:00,4,8.33,35,4.88,214,4.02,14,8.33,3,6.25,46,4.26,254,3.04,10.5,6.25,7,7.29,81,4.51,468,3.42,24,7.14
09:00:01-10:00:00,4,8.33,23,3.21,174,3.27,14,8.33,3,6.25,38,3.52,326,3.9,10.5,6.25,7,7.29,61,3.39,500,3.66,24,7.14
10:00:01-11:00:00,2,4.17,53,7.39,388,7.29,7,4.17,3,6.25,49,4.53,400,4.79,10.5,6.25,5,5.21,102,5.67,788,5.76,18,5.36
11:00:01-12:00:00,3,6.25,36,5.02,296,5.56,7.5,4.46,3,6.25,48,4.44,425,5.09,10.5,6.25,6,6.25,84,4.67,721,5.27,18,5.36
12:00:01-13:00:00,1,2.08,18,2.51,110,2.07,3.5,2.08,2,4.17,36,3.33,269,3.22,7,4.17,3,3.13,54,3,379,2.77,10,2.98
13:00:01-14:00:00,2,4.17,35,4.88,343,6.45,4.4,2.62,2,4.17,43,3.98,338,4.04,7,4.17,4,4.17,78,4.34,681,4.98,11,3.27
14:00:01-15:00:00,2,4.17,1,0.14,8,0.15,7,4.17,2,4.17,18,1.67,136,1.63,7,4.17,4,4.17,19,1.06,144,1.05,14,4.17
15:00:01-16:00:00,1,2.08,25,3.49,200,3.76,3.5,2.08,3,6.25,71,6.57,555,6.64,10.5,6.25,4,4.17,96,5.34,755,5.52,14,4.17
16:00:01-17:00:00,4,8.33,35,4.88,214,4.02,14,8.33,2,4.17,71,6.57,514,6.15,7,4.17,6,6.25,106,5.9,728,5.32,21,6.25
17:00:01-18:00:00,2,4.17,80,11.16,638,11.99,7,4.17,2,4.17,85,7.86,667,7.98,4.4,2.62,4,4.17,165,9.18,1305,9.54,11,3.27
18:00:01-19:00:00,3,6.25,77,10.74,626,11.77,10.5,6.25,3,6.25,105,9.71,834,9.98,5.1,3.04,6,6.25,182,10.12,1460,10.68,16,4.76
19:00:01-20:00:00,2,4.17,101,14.09,722,13.57,3.4,2.02,4,8.33,158,14.62,1272,15.22,14,8.33,6,6.25,259,14.4,1994,14.58,17,5.06
20:00:01-21:00:00,4,8.33,84,11.72,630,11.84,14,8.33,2,4.17,56,5.18,452,5.41,7,4.17,6,6.25,140,7.79,1082,7.91,21,6.25
21:00:01-22:00:00,2,4.17,42,5.86,308,5.79,7,4.17,2,4.17,61,5.64,440,5.27,5,2.98,4,4.17,103,5.73,748,5.47,12,3.57
22:00:01-23:00:00,2,4.17,10,1.39,68,1.28,7,4.17,2,4.17,79,7.31,576,6.89,5,2.98,4,4.17,89,4.95,644,4.71,12,3.57
23:00:01-24:00:00,0,0,1,0.14,8,0.15,0,0,1,2.08,59,5.46,468,5.6,2.5,1.49,1,1.04,60,3.34,476,3.48,2,0.6
,48,,717,,5319,,168,,48,,1081,,8356,,168,,96,,1798,,13675,,336,
