Route:- 4781,Date:- 10/28/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,6.25,0,0,0,0,53.6,6.25,0,0,0,0,0,0,0,0,2,3.13,0,0,0,0,54,3.15
05:00:01-06:00:00,2,6.25,15,1.29,166,1.36,53.6,6.25,0,0,0,0,0,0,0,0,2,3.13,15,0.64,166,0.65,54,3.15
06:00:01-07:00:00,1,3.13,83,7.16,530,4.35,4,0.47,3,9.38,81,6.92,810,6.05,80.4,9.38,4,6.25,164,7.04,1340,5.24,84,4.9
07:00:01-08:00:00,4,12.5,109,9.4,1194,9.8,11.2,1.31,1,3.13,87,7.44,770,5.75,7.9,0.92,5,7.81,196,8.41,1964,7.68,19,1.11
08:00:01-09:00:00,1,3.13,111,9.57,1124,9.23,26.8,3.13,4,12.5,131,11.2,1727,12.89,107.2,12.5,5,7.81,242,10.39,2851,11.15,134,7.81
09:00:01-10:00:00,1,3.13,74,6.38,614,5.04,5.6,0.65,1,3.13,101,8.63,1181,8.82,26.8,3.13,2,3.13,175,7.51,1795,7.02,32,1.87
10:00:01-11:00:00,2,6.25,66,5.69,720,5.91,53.6,6.25,3,9.38,47,4.02,550,4.11,80.4,9.38,5,7.81,113,4.85,1270,4.97,134,7.81
11:00:01-12:00:00,0,0,60,5.17,615,5.05,0,0,3,9.38,70,5.98,716,5.35,15.3,1.78,3,4.69,130,5.58,1331,5.2,15,0.87
12:00:01-13:00:00,2,6.25,76,6.55,662,5.43,7.6,0.89,2,6.25,50,4.27,672,5.02,53.6,6.25,4,6.25,126,5.41,1334,5.22,61,3.56
13:00:01-14:00:00,1,3.13,56,4.83,549,4.51,16.9,1.97,1,3.13,90,7.69,866,6.47,9,1.05,2,3.13,146,6.27,1415,5.53,26,1.52
14:00:01-15:00:00,3,9.38,45,3.88,647,5.31,8.1,0.94,2,6.25,42,3.59,532,3.97,18,2.1,5,7.81,87,3.73,1179,4.61,26,1.52
15:00:01-16:00:00,2,6.25,55,4.74,670,5.5,16.4,1.91,2,6.25,39,3.33,532,3.97,5.2,0.61,4,6.25,94,4.03,1202,4.7,22,1.28
16:00:01-17:00:00,4,12.5,58,5,666,5.47,107.2,12.5,2,6.25,95,8.12,1204,8.99,18,2.1,6,9.38,153,6.57,1870,7.31,125,7.29
17:00:01-18:00:00,1,3.13,31,2.67,356,2.92,2.9,0.34,1,3.13,94,8.03,1081,8.07,6.2,0.72,2,3.13,125,5.36,1437,5.62,9,0.52
18:00:01-19:00:00,0,0,59,5.09,568,4.66,0,0,1,3.13,36,3.08,484,3.61,9.7,1.13,1,1.56,95,4.08,1052,4.11,10,0.58
19:00:01-20:00:00,2,6.25,74,6.38,1014,8.32,5.2,0.61,1,3.13,26,2.22,172,1.28,26.8,3.13,3,4.69,100,4.29,1186,4.64,32,1.87
20:00:01-21:00:00,3,9.38,97,8.36,1060,8.7,80.4,9.38,1,3.13,53,4.53,604,4.51,4.4,0.51,4,6.25,150,6.44,1664,6.51,85,4.96
21:00:01-22:00:00,0,0,48,4.14,546,4.48,0,0,2,6.25,78,6.67,1016,7.59,53.6,6.25,2,3.13,126,5.41,1562,6.11,54,3.15
22:00:01-23:00:00,1,3.13,39,3.36,424,3.48,2.8,0.33,0,0,21,1.79,223,1.67,0,0,1,1.56,60,2.58,647,2.53,3,0.17
23:00:01-24:00:00,0,0,4,0.34,58,0.48,0,0,2,6.25,29,2.48,253,1.89,53.6,6.25,2,3.13,33,1.42,311,1.22,54,3.15
,32,,1160,,12183,,857.6,,32,,1170,,13393,,857.6,,64,,2330,,25576,,1715,
