Route:- 3400,Date:- 10/28/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,4,11.11,56,2.71,636,2.82,34.4,11.11,1,2.7,0,0,0,0,8.6,2.7,5,6.85,56,1.35,636,1.4,43,6.85
07:00:01-08:00:00,4,11.11,183,8.87,2111,9.35,16,5.17,4,10.81,149,7.14,1564,6.89,18.4,5.78,8,10.96,332,8,3675,8.12,34,5.41
08:00:01-09:00:00,1,2.78,194,9.4,2122,9.4,3.6,1.16,4,10.81,316,15.14,3521,15.5,16,5.03,5,6.85,510,12.29,5643,12.46,20,3.18
09:00:01-10:00:00,1,2.78,76,3.68,794,3.52,4.6,1.49,1,2.7,155,7.43,1626,7.16,6.2,1.95,2,2.74,231,5.56,2420,5.34,11,1.75
10:00:01-11:00:00,4,11.11,243,11.77,3060,13.56,34.4,11.11,3,8.11,128,6.13,1358,5.98,25.8,8.11,7,9.59,371,8.94,4418,9.76,60,9.55
11:00:01-12:00:00,4,11.11,218,10.56,2718,12.04,34.4,11.11,2,5.41,160,7.67,1757,7.74,9.2,2.89,6,8.22,378,9.11,4475,9.88,44,7.01
12:00:01-13:00:00,3,8.33,191,9.25,2151,9.53,13.8,4.46,5,13.51,220,10.54,2765,12.17,43,13.51,8,10.96,411,9.9,4916,10.86,57,9.08
13:00:01-14:00:00,2,5.56,114,5.52,1167,5.17,17.2,5.56,1,2.7,215,10.3,2320,10.21,4.3,1.35,3,4.11,329,7.93,3487,7.7,22,3.5
14:00:01-15:00:00,3,8.33,43,2.08,390,1.73,12,3.88,3,8.11,113,5.41,1332,5.86,25.8,8.11,6,8.22,156,3.76,1722,3.8,38,6.05
15:00:01-16:00:00,3,8.33,97,4.7,829,3.67,12,3.88,3,8.11,59,2.83,504,2.22,5.4,1.7,6,8.22,156,3.76,1333,2.94,17,2.71
16:00:01-17:00:00,1,2.78,71,3.44,689,3.05,8.6,2.78,1,2.7,59,2.83,462,2.03,8.6,2.7,2,2.74,130,3.13,1151,2.54,17,2.71
17:00:01-18:00:00,2,5.56,92,4.46,898,3.98,3.6,1.16,1,2.7,57,2.73,506,2.23,1.8,0.57,3,4.11,149,3.59,1404,3.1,5,0.8
18:00:01-19:00:00,0,0,142,6.88,1484,6.57,0,0,2,5.41,132,6.32,1470,6.47,17.2,5.41,2,2.74,274,6.6,2954,6.52,17,2.71
19:00:01-20:00:00,1,2.78,34,1.65,384,1.7,6.2,2,2,5.41,144,6.9,1686,7.42,17.2,5.41,3,4.11,178,4.29,2070,4.57,23,3.66
20:00:01-21:00:00,3,8.33,244,11.82,2478,10.98,25.8,8.33,1,2.7,35,1.68,370,1.63,4.4,1.38,4,5.48,279,6.72,2848,6.29,30,4.78
21:00:01-22:00:00,0,0,66,3.2,662,2.93,0,0,3,8.11,130,6.23,1370,6.03,25.8,8.11,3,4.11,196,4.72,2032,4.49,26,4.14
22:00:01-23:00:00,0,0,0,0,0,0,0,0,0,0,15,0.72,102,0.45,0,0,0,0,15,0.36,102,0.23,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,36,,2064,,22573,,309.6,,37,,2087,,22713,,318.2,,73,,4151,,45286,,628,
