Route:- 6120,Date:- 10/28/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,2.63,4,0.63,8,0.15,2.8,2.63,1,1.39,4,0.29,8,0.07,3,1.49
06:00:01-07:00:00,1,2.94,1,0.13,8,0.13,2.8,2.94,3,7.89,32,5.06,226,4.24,8.4,7.89,4,5.56,33,2.38,234,2.05,11,5.45
07:00:01-08:00:00,4,11.76,6,0.79,54,0.89,11.2,11.76,3,7.89,57,9,378,7.09,5.4,5.08,7,9.72,63,4.54,432,3.79,17,8.42
08:00:01-09:00:00,4,11.76,34,4.5,292,4.82,11.2,11.76,4,10.53,65,10.27,702,13.16,11.2,10.53,8,11.11,99,7.13,994,8.72,22,10.89
09:00:01-10:00:00,2,5.88,19,2.52,124,2.05,5.6,5.88,4,10.53,111,17.54,1032,19.35,10.4,9.77,6,8.33,130,9.37,1156,10.15,16,7.92
10:00:01-11:00:00,4,11.76,49,6.49,406,6.7,11.2,11.76,3,7.89,89,14.06,800,15,8.4,7.89,7,9.72,138,9.94,1206,10.58,20,9.9
11:00:01-12:00:00,2,5.88,28,3.71,258,4.26,5.6,5.88,3,7.89,36,5.69,306,5.74,5.4,5.08,5,6.94,64,4.61,564,4.95,11,5.45
12:00:01-13:00:00,2,5.88,23,3.05,205,3.38,5.6,5.88,2,5.26,31,4.9,287,5.38,5.6,5.26,4,5.56,54,3.89,492,4.32,11,5.45
13:00:01-14:00:00,1,2.94,40,5.3,339,5.59,2.8,2.94,2,5.26,21,3.32,206,3.86,5.6,5.26,3,4.17,61,4.39,545,4.78,8,3.96
14:00:01-15:00:00,2,5.88,56,7.42,464,7.66,5.6,5.88,2,5.26,40,6.32,324,6.08,5.6,5.26,4,5.56,96,6.92,788,6.92,11,5.45
15:00:01-16:00:00,1,2.94,23,3.05,186,3.07,2.8,2.94,1,2.63,20,3.16,167,3.13,2.8,2.63,2,2.78,43,3.1,353,3.1,6,2.97
16:00:01-17:00:00,2,5.88,36,4.77,275,4.54,5.6,5.88,1,2.63,13,2.05,76,1.43,2.8,2.63,3,4.17,49,3.53,351,3.08,8,3.96
17:00:01-18:00:00,1,2.94,60,7.95,438,7.23,1.8,1.89,1,2.63,12,1.9,82,1.54,2.8,2.63,2,2.78,72,5.19,520,4.56,5,2.48
18:00:01-19:00:00,1,2.94,57,7.55,441,7.28,2.8,2.94,2,5.26,32,5.06,226,4.24,5.6,5.26,3,4.17,89,6.41,667,5.85,8,3.96
19:00:01-20:00:00,2,5.88,96,12.72,778,12.84,5.6,5.88,1,2.63,11,1.74,82,1.54,2.8,2.63,3,4.17,107,7.71,860,7.55,8,3.96
20:00:01-21:00:00,3,8.82,151,20,1161,19.16,8.4,8.82,2,5.26,24,3.79,165,3.09,5.2,4.89,5,6.94,175,12.61,1326,11.64,14,6.93
21:00:01-22:00:00,1,2.94,60,7.95,494,8.15,2.8,2.94,2,5.26,26,4.11,210,3.94,5.6,5.26,3,4.17,86,6.2,704,6.18,8,3.96
22:00:01-23:00:00,1,2.94,16,2.12,138,2.28,2.8,2.94,1,2.63,9,1.42,56,1.05,2.8,2.63,2,2.78,25,1.8,194,1.7,6,2.97
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,34,,755,,6061,,95.2,,38,,633,,5333,,106.4,,72,,1388,,11394,,202,
