Route:- 4100,Date:- 10/28/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.56,37,2.2,409,2.25,14.5,2.56,0,0,0,0,0,0,0,0,1,1.22,37,0.91,409,0.95,14,1.18
05:00:01-06:00:00,3,7.69,21,1.25,262,1.44,43.5,7.69,0,0,0,0,0,0,0,0,3,3.66,21,0.52,262,0.61,44,3.7
06:00:01-07:00:00,3,7.69,92,5.47,622,3.43,12,2.12,3,6.98,37,1.56,417,1.66,43.5,6.98,6,7.32,129,3.18,1039,2.4,56,4.71
07:00:01-08:00:00,4,10.26,143,8.51,1445,7.97,58,10.26,3,6.98,64,2.7,698,2.78,3.3,0.53,7,8.54,207,5.11,2143,4.95,61,5.13
08:00:01-09:00:00,1,2.56,224,13.33,2582,14.23,4.1,0.73,3,6.98,182,7.67,1890,7.52,43.5,6.98,4,4.88,406,10.01,4472,10.34,48,4.04
09:00:01-10:00:00,3,7.69,158,9.4,1793,9.88,17.1,3.02,3,6.98,136,5.73,1496,5.95,9,1.44,6,7.32,294,7.25,3289,7.6,26,2.19
10:00:01-11:00:00,2,5.13,120,7.14,1484,8.18,8.4,1.49,2,4.65,111,4.68,1301,5.18,29,4.65,4,4.88,231,5.7,2785,6.44,37,3.11
11:00:01-12:00:00,2,5.13,60,3.57,868,4.79,29,5.13,2,4.65,119,5.01,1695,6.75,6,0.96,4,4.88,179,4.42,2563,5.92,35,2.94
12:00:01-13:00:00,1,2.56,79,4.7,1020,5.62,3.4,0.6,2,4.65,87,3.67,1085,4.32,29,4.65,3,3.66,166,4.09,2105,4.87,32,2.69
13:00:01-14:00:00,3,7.69,73,4.34,768,4.23,43.5,7.69,3,6.98,186,7.84,1943,7.73,13.8,2.21,6,7.32,259,6.39,2711,6.27,57,4.79
14:00:01-15:00:00,5,12.82,63,3.75,726,4,8,1.41,3,6.98,170,7.16,1666,6.63,7.8,1.25,8,9.76,233,5.75,2392,5.53,16,1.35
15:00:01-16:00:00,2,5.13,87,5.18,815,4.49,8.4,1.49,2,4.65,104,4.38,1218,4.85,3.8,0.61,4,4.88,191,4.71,2033,4.7,12,1.01
16:00:01-17:00:00,2,5.13,96,5.71,1028,5.67,12.4,2.19,3,6.98,183,7.71,1906,7.58,11.1,1.78,5,6.1,279,6.88,2934,6.78,24,2.02
17:00:01-18:00:00,3,7.69,136,8.09,1353,7.46,43.5,7.69,2,4.65,140,5.9,1455,5.79,17.8,2.85,5,6.1,276,6.81,2808,6.49,61,5.13
18:00:01-19:00:00,2,5.13,156,9.28,1721,9.49,29,5.13,2,4.65,207,8.72,1997,7.95,29,4.65,4,4.88,363,8.95,3718,8.59,58,4.88
19:00:01-20:00:00,1,2.56,29,1.73,308,1.7,9.8,1.73,4,9.3,315,13.27,3098,12.33,58,9.3,5,6.1,344,8.49,3406,7.87,68,5.72
20:00:01-21:00:00,1,2.56,72,4.28,653,3.6,1.9,0.34,2,4.65,182,7.67,1913,7.61,7.4,1.19,3,3.66,254,6.27,2566,5.93,9,0.76
21:00:01-22:00:00,0,0,35,2.08,282,1.55,0,0,4,9.3,112,4.72,996,3.96,10.4,1.67,4,4.88,147,3.63,1278,2.95,10,0.84
22:00:01-23:00:00,0,0,0,0,0,0,0,0,0,0,38,1.6,355,1.41,0,0,0,0,38,0.94,355,0.82,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,39,,1681,,18139,,565.5,,43,,2373,,25129,,623.5,,82,,4054,,43268,,1189,
