,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,1
1,05:00:01-06:00:00,3,20
2,06:00:01-07:00:00,12,201
3,07:00:01-08:00:00,10,290
4,08:00:01-09:00:00,7,287
5,09:00:01-10:00:00,5,239
6,10:00:01-11:00:00,4,179
7,11:00:01-12:00:00,5,225
8,12:00:01-13:00:00,3,258
9,13:00:01-14:00:00,3,144
10,14:00:01-15:00:00,4,95
11,15:00:01-16:00:00,3,101
12,16:00:01-17:00:00,3,185
13,17:00:01-18:00:00,1,182
14,18:00:01-19:00:00,2,178
15,19:00:01-20:00:00,3,273
16,20:00:01-21:00:00,2,287
17,21:00:01-22:00:00,2,169
18,22:00:01-23:00:00,2,182
19,23:00:01-24:00:00,2,14
