,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,4,31
2,06:00:01-07:00:00,10,220
3,07:00:01-08:00:00,7,395
4,08:00:01-09:00:00,9,371
5,09:00:01-10:00:00,6,275
6,10:00:01-11:00:00,5,234
7,11:00:01-12:00:00,3,164
8,12:00:01-13:00:00,4,240
9,13:00:01-14:00:00,4,128
10,14:00:01-15:00:00,4,118
11,15:00:01-16:00:00,5,104
12,16:00:01-17:00:00,4,146
13,17:00:01-18:00:00,3,150
14,18:00:01-19:00:00,4,236
15,19:00:01-20:00:00,4,266
16,20:00:01-21:00:00,4,241
17,21:00:01-22:00:00,3,182
18,22:00:01-23:00:00,1,119
19,23:00:01-24:00:00,0,19
