Route:- 4100,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,9.09,17,0.9,78,0.38,43.5,9.09,1,2.38,17,0.8,168,0.75,14.5,2.38,4,5.33,34,0.84,246,0.57,58,5.33
06:00:01-07:00:00,3,9.09,121,6.38,1012,4.89,40.2,8.4,3,7.14,53,2.49,490,2.18,43.5,7.14,6,8,174,4.32,1502,3.48,84,7.72
07:00:01-08:00:00,3,9.09,101,5.32,1196,5.78,43.5,9.09,4,9.52,96,4.51,986,4.4,7.6,1.25,7,9.33,197,4.9,2182,5.06,51,4.69
08:00:01-09:00:00,2,6.06,248,13.07,3012,14.57,29,6.06,1,2.38,190,8.93,2118,9.44,14.5,2.38,3,4,438,10.88,5130,11.9,44,4.04
09:00:01-10:00:00,2,6.06,349,18.4,4159,20.12,7.4,1.55,4,9.52,226,10.63,2603,11.6,16.4,2.69,6,8,575,14.29,6762,15.69,24,2.21
10:00:01-11:00:00,2,6.06,118,6.22,1314,6.36,8,1.67,2,4.76,87,4.09,989,4.41,29,4.76,4,5.33,205,5.09,2303,5.34,37,3.4
11:00:01-12:00:00,3,9.09,106,5.59,1166,5.64,43.5,9.09,2,4.76,131,6.16,1711,7.63,4.4,0.72,5,6.67,237,5.89,2877,6.67,48,4.41
12:00:01-13:00:00,2,6.06,56,2.95,699,3.38,17.2,3.59,3,7.14,133,6.25,1351,6.02,43.5,7.14,5,6.67,189,4.7,2050,4.76,61,5.61
13:00:01-14:00:00,1,3.03,86,4.53,994,4.81,4.2,0.88,2,4.76,90,4.23,970,4.32,12.4,2.04,3,4,176,4.37,1964,4.56,17,1.56
14:00:01-15:00:00,3,9.09,33,1.74,366,1.77,43.5,9.09,3,7.14,71,3.34,735,3.28,11.1,1.82,6,8,104,2.58,1101,2.55,55,5.06
15:00:01-16:00:00,1,3.03,61,3.22,577,2.79,14.5,3.03,1,2.38,48,2.26,508,2.26,3.7,0.61,2,2.67,109,2.71,1085,2.52,18,1.65
16:00:01-17:00:00,1,3.03,30,1.58,228,1.1,6,1.25,2,4.76,133,6.25,1432,6.38,29,4.76,3,4,163,4.05,1660,3.85,35,3.22
17:00:01-18:00:00,1,3.03,86,4.53,993,4.8,3,0.63,1,2.38,95,4.47,799,3.56,14.5,2.38,2,2.67,181,4.5,1792,4.16,18,1.65
18:00:01-19:00:00,3,9.09,136,7.17,1300,6.29,43.5,9.09,3,7.14,51,2.4,472,2.1,43.5,7.14,6,8,187,4.65,1772,4.11,87,8
19:00:01-20:00:00,1,3.03,149,7.85,1487,7.19,2.4,0.5,2,4.76,269,12.65,2780,12.39,29,4.76,3,4,418,10.39,4267,9.9,31,2.85
20:00:01-21:00:00,1,3.03,90,4.74,1010,4.88,11.2,2.34,4,9.52,214,10.06,2076,9.26,58,9.52,5,6.67,304,7.55,3086,7.16,69,6.34
21:00:01-22:00:00,1,3.03,81,4.27,803,3.88,1.8,0.38,3,7.14,122,5.74,1206,5.38,11.1,1.82,4,5.33,203,5.04,2009,4.66,13,1.19
22:00:01-23:00:00,0,0,29,1.53,282,1.36,0,0,1,2.38,101,4.75,1036,4.62,2.6,0.43,1,1.33,130,3.23,1318,3.06,3,0.28
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,33,,1897,,20676,,478.5,,42,,2127,,22430,,609,,75,,4024,,43106,,1088,
