Route:- 6080,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,2,2.78,16,1.51,76,0.85,4.4,2.78,2,1.41,16,0.63,76,0.36,4,1.28
06:00:01-07:00:00,5,7.14,14,0.94,102,0.84,11,7.14,6,8.33,96,9.04,714,7.97,13.2,8.33,11,7.75,110,4.32,816,3.88,24,7.69
07:00:01-08:00:00,6,8.57,18,1.21,120,0.99,13.2,8.57,6,8.33,171,16.1,1416,15.81,13.2,8.33,12,8.45,189,7.43,1536,7.3,26,8.33
08:00:01-09:00:00,6,8.57,26,1.75,154,1.28,13.2,8.57,4,5.56,140,13.18,1328,14.83,4,2.53,10,7.04,166,6.53,1482,7.05,17,5.45
09:00:01-10:00:00,3,4.29,25,1.69,114,0.94,6.6,4.29,5,6.94,141,13.28,1358,15.16,11,6.94,8,5.63,166,6.53,1472,7,18,5.77
10:00:01-11:00:00,5,7.14,25,1.69,202,1.67,11,7.14,3,4.17,64,6.03,443,4.95,6,3.79,8,5.63,89,3.5,645,3.07,17,5.45
11:00:01-12:00:00,2,2.86,31,2.09,251,2.08,4.4,2.86,5,6.94,69,6.5,620,6.92,11,6.94,7,4.93,100,3.93,871,4.14,15,4.81
12:00:01-13:00:00,5,7.14,41,2.77,254,2.1,11,7.14,4,5.56,60,5.65,496,5.54,8.8,5.56,9,6.34,101,3.97,750,3.57,20,6.41
13:00:01-14:00:00,2,2.86,47,3.17,347,2.87,4.4,2.86,2,2.78,57,5.37,429,4.79,4.4,2.78,4,2.82,104,4.09,776,3.69,9,2.88
14:00:01-15:00:00,2,2.86,53,3.58,370,3.06,4.4,2.86,2,2.78,31,2.92,248,2.77,4.4,2.78,4,2.82,84,3.3,618,2.94,9,2.88
15:00:01-16:00:00,4,5.71,44,2.97,332,2.75,8.8,5.71,4,5.56,32,3.01,281,3.14,8.8,5.56,8,5.63,76,2.99,613,2.91,18,5.77
16:00:01-17:00:00,2,2.86,41,2.77,298,2.47,4.4,2.86,2,2.78,17,1.6,230,2.57,4,2.53,4,2.82,58,2.28,528,2.51,8,2.56
17:00:01-18:00:00,4,5.71,73,4.93,571,4.73,8.8,5.71,3,4.17,40,3.77,308,3.44,6.6,4.17,7,4.93,113,4.44,879,4.18,15,4.81
18:00:01-19:00:00,3,4.29,201,13.56,1670,13.83,6.6,4.29,3,4.17,32,3.01,264,2.95,6,3.79,6,4.23,233,9.16,1934,9.2,13,4.17
19:00:01-20:00:00,5,7.14,232,15.65,1989,16.47,11,7.14,4,5.56,18,1.69,138,1.54,8.8,5.56,9,6.34,250,9.83,2127,10.11,20,6.41
20:00:01-21:00:00,3,4.29,251,16.94,2134,17.67,6.6,4.29,4,5.56,27,2.54,226,2.52,8.8,5.56,7,4.93,278,10.93,2360,11.22,15,4.81
21:00:01-22:00:00,5,7.14,175,11.81,1516,12.55,11,7.14,5,6.94,26,2.45,180,2.01,11,6.94,10,7.04,201,7.9,1696,8.06,22,7.05
22:00:01-23:00:00,6,8.57,167,11.27,1497,12.4,13.2,8.57,4,5.56,20,1.88,168,1.88,8.8,5.56,10,7.04,187,7.35,1665,7.92,22,7.05
23:00:01-24:00:00,2,2.86,18,1.21,154,1.28,4.4,2.86,4,5.56,5,0.47,34,0.38,8.8,5.56,6,4.23,23,0.9,188,0.89,13,4.17
,70,,1482,,12075,,154,,72,,1062,,8957,,158.4,,142,,2544,,21032,,312,
