Route:- 3310,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.33,22,1.66,254,1.74,9,3.33,0,0,0,0,0,0,0,0,1,1.69,22,0.85,254,0.88,9,1.69
06:00:01-07:00:00,3,10,100,7.54,1096,7.49,27,10,3,10.34,47,3.72,625,4.35,27,10.34,6,10.17,147,5.67,1721,5.93,54,10.17
07:00:01-08:00:00,4,13.33,123,9.27,1172,8.01,36,13.33,3,10.34,117,9.26,1274,8.86,27,10.34,7,11.86,240,9.26,2446,8.43,63,11.86
08:00:01-09:00:00,1,3.33,117,8.82,1416,9.68,3.9,1.44,2,6.9,123,9.73,1528,10.63,8,3.07,3,5.08,240,9.26,2944,10.15,12,2.26
09:00:01-10:00:00,2,6.67,73,5.5,644,4.4,18,6.67,1,3.45,51,4.03,634,4.41,3.9,1.49,3,5.08,124,4.79,1278,4.41,22,4.14
10:00:01-11:00:00,2,6.67,61,4.6,734,5.02,18,6.67,1,3.45,27,2.14,228,1.59,9,3.45,3,5.08,88,3.4,962,3.32,27,5.08
11:00:01-12:00:00,1,3.33,26,1.96,354,2.42,3.5,1.3,2,6.9,35,2.77,333,2.32,18,6.9,3,5.08,61,2.35,687,2.37,22,4.14
12:00:01-13:00:00,0,0,59,4.45,665,4.55,0,0,2,6.9,14,1.11,190,1.32,3.6,1.38,2,3.39,73,2.82,855,2.95,4,0.75
13:00:01-14:00:00,3,10,84,6.33,1140,7.79,27,10,0,0,42,3.32,472,3.28,0,0,3,5.08,126,4.86,1612,5.56,27,5.08
14:00:01-15:00:00,1,3.33,54,4.07,609,4.16,2.8,1.04,2,6.9,62,4.91,802,5.58,18,6.9,3,5.08,116,4.48,1411,4.86,21,3.95
15:00:01-16:00:00,0,0,50,3.77,594,4.06,0,0,1,3.45,57,4.51,632,4.4,4,1.53,1,1.69,107,4.13,1226,4.23,4,0.75
16:00:01-17:00:00,3,10,51,3.84,478,3.27,27,10,2,6.9,64,5.06,746,5.19,18,6.9,5,8.47,115,4.44,1224,4.22,45,8.47
17:00:01-18:00:00,1,3.33,49,3.69,538,3.68,4,1.48,2,6.9,111,8.78,1290,8.97,18,6.9,3,5.08,160,6.18,1828,6.3,22,4.14
18:00:01-19:00:00,1,3.33,68,5.12,731,5,9,3.33,1,3.45,172,13.61,1664,11.58,3.5,1.34,2,3.39,240,9.26,2395,8.26,12,2.26
19:00:01-20:00:00,3,10,137,10.32,1464,10.01,27,10,1,3.45,68,5.38,813,5.66,9,3.45,4,6.78,205,7.91,2277,7.85,36,6.78
20:00:01-21:00:00,1,3.33,72,5.43,774,5.29,1.8,0.67,3,10.34,101,7.99,1098,7.64,27,10.34,4,6.78,173,6.68,1872,6.45,29,5.46
21:00:01-22:00:00,3,10,118,8.89,1348,9.21,27,10,1,3.45,71,5.62,888,6.18,4,1.53,4,6.78,189,7.29,2236,7.71,31,5.84
22:00:01-23:00:00,0,0,63,4.75,620,4.24,0,0,2,6.9,101,7.99,1148,7.99,18,6.9,2,3.39,164,6.33,1768,6.1,18,3.39
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,1,0.08,10,0.07,0,0,0,0,1,0.04,10,0.03,0,0
,30,,1327,,14631,,270,,29,,1264,,14375,,261,,59,,2591,,29006,,531,
