Route:- 4781,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,5.41,0,0,0,0,53.6,5.41,0,0,1,0.05,8,0.04,0,0,2,2.67,1,0.03,8,0.02,54,2.69
05:00:01-06:00:00,3,8.11,21,1.16,230,1.28,8.4,0.85,0,0,0,0,0,0,0,0,3,4,21,0.55,230,0.58,8,0.4
06:00:01-07:00:00,1,2.7,67,3.7,448,2.49,14.5,1.46,2,5.26,64,3.18,556,2.55,53.6,5.26,3,4,131,3.43,1004,2.53,68,3.38
07:00:01-08:00:00,4,10.81,196,10.82,1366,7.6,79.2,7.99,2,5.26,82,4.08,712,3.27,10.2,1,6,8,278,7.28,2078,5.23,89,4.43
08:00:01-09:00:00,1,2.7,228,12.59,2624,14.6,26.8,2.7,4,10.53,213,10.6,2104,9.66,11.6,1.14,5,6.67,441,11.54,4728,11.9,38,1.89
09:00:01-10:00:00,1,2.7,121,6.68,1160,6.45,4.2,0.42,2,5.26,286,14.23,4288,19.69,7.4,0.73,3,4,407,10.65,5448,13.71,12,0.6
10:00:01-11:00:00,1,2.7,51,2.82,405,2.25,12.1,1.22,1,2.63,148,7.36,1625,7.46,26.8,2.63,2,2.67,199,5.21,2030,5.11,39,1.94
11:00:01-12:00:00,4,10.81,92,5.08,924,5.14,107.2,10.81,7,18.42,52,2.59,528,2.43,49.7,4.88,11,14.67,144,3.77,1452,3.65,157,7.81
12:00:01-13:00:00,3,8.11,99,5.47,1083,6.03,53.4,5.39,4,10.53,97,4.83,991,4.55,107.2,10.53,7,9.33,196,5.13,2074,5.22,161,8.01
13:00:01-14:00:00,1,2.7,63,3.48,694,3.86,7.7,0.78,3,7.89,136,6.77,1286,5.91,35.1,3.45,4,5.33,199,5.21,1980,4.98,43,2.14
14:00:01-15:00:00,2,5.41,87,4.8,731,4.07,7.4,0.75,1,2.63,86,4.28,811,3.72,8.5,0.83,3,4,173,4.53,1542,3.88,16,0.8
15:00:01-16:00:00,2,5.41,44,2.43,417,2.32,12.4,1.25,1,2.63,56,2.79,510,2.34,2.8,0.27,3,4,100,2.62,927,2.33,15,0.75
16:00:01-17:00:00,4,10.81,113,6.24,1282,7.13,107.2,10.81,0,0,55,2.74,407,1.87,0,0,4,5.33,168,4.4,1689,4.25,107,5.32
17:00:01-18:00:00,2,5.41,95,5.25,1047,5.83,53.6,5.41,3,7.89,127,6.32,1554,7.14,80.4,7.89,5,6.67,222,5.81,2601,6.54,134,6.67
18:00:01-19:00:00,1,2.7,113,6.24,1028,5.72,26.8,2.7,1,2.63,249,12.39,2765,12.7,2.9,0.28,2,2.67,362,9.47,3793,9.54,30,1.49
19:00:01-20:00:00,1,2.7,161,8.89,1748,9.73,5.1,0.51,1,2.63,97,4.83,1066,4.9,5.1,0.5,2,2.67,258,6.75,2814,7.08,10,0.5
20:00:01-21:00:00,2,5.41,137,7.56,1370,7.62,12.8,1.29,2,5.26,128,6.37,1296,5.95,53.6,5.26,4,5.33,265,6.94,2666,6.71,66,3.28
21:00:01-22:00:00,0,0,88,4.86,1066,5.93,0,0,1,2.63,59,2.94,462,2.12,7.9,0.78,1,1.33,147,3.85,1528,3.84,8,0.4
22:00:01-23:00:00,2,5.41,34,1.88,348,1.94,53.6,5.41,2,5.26,44,2.19,572,2.63,53.6,5.26,4,5.33,78,2.04,920,2.31,107,5.32
23:00:01-24:00:00,0,0,1,0.06,0,0,0,0,1,2.63,30,1.49,232,1.07,26.8,2.63,1,1.33,31,0.81,232,0.58,27,1.34
,37,,1811,,17971,,991.6,,38,,2010,,21773,,1018.4,,75,,3821,,39744,,2010,
