Route:- 3860,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,2,4.35,1,0.11,0,0,14,4.35,2,2.38,1,0.05,0,0,14,2.38
06:00:01-07:00:00,3,7.89,6,0.59,46,0.5,21,7.89,6,13.04,45,4.84,374,4.4,14.4,4.47,9,10.71,51,2.63,420,2.37,35,5.95
07:00:01-08:00:00,5,13.16,59,5.83,432,4.68,35,13.16,5,10.87,71,7.63,762,8.96,12,3.73,10,11.9,130,6.69,1194,6.74,47,7.99
08:00:01-09:00:00,4,10.53,91,8.99,878,9.52,28,10.53,5,10.87,130,13.98,1150,13.53,18,5.59,9,10.71,221,11.38,2028,11.44,46,7.82
09:00:01-10:00:00,6,15.79,181,17.89,1750,18.97,42,15.79,4,8.7,160,17.2,1393,16.39,17.6,5.47,10,11.9,341,17.56,3143,17.73,60,10.2
10:00:01-11:00:00,3,7.89,142,14.03,1280,13.88,21,7.89,4,8.7,95,10.22,1064,12.52,28,8.7,7,8.33,237,12.2,2344,13.22,49,8.33
11:00:01-12:00:00,2,5.26,25,2.47,225,2.44,5.8,2.18,3,6.52,69,7.42,546,6.42,21,6.52,5,5.95,94,4.84,771,4.35,27,4.59
12:00:01-13:00:00,5,13.16,118,11.66,1018,11.04,35,13.16,4,8.7,27,2.9,303,3.56,28,8.7,9,10.71,145,7.47,1321,7.45,63,10.71
13:00:01-14:00:00,1,2.63,44,4.35,382,4.14,2,0.75,4,8.7,101,10.86,818,9.62,28,8.7,5,5.95,145,7.47,1200,6.77,30,5.1
14:00:01-15:00:00,1,2.63,17,1.68,166,1.8,7,2.63,0,0,12,1.29,82,0.96,0,0,1,1.19,29,1.49,248,1.4,7,1.19
15:00:01-16:00:00,1,2.63,26,2.57,254,2.75,2,0.75,1,2.17,31,3.33,245,2.88,7,2.17,2,2.38,57,2.94,499,2.82,9,1.53
16:00:01-17:00:00,1,2.63,45,4.45,435,4.72,7,2.63,2,4.35,10,1.08,85,1,14,4.35,3,3.57,55,2.83,520,2.93,21,3.57
17:00:01-18:00:00,2,5.26,31,3.06,310,3.36,14,5.26,1,2.17,61,6.56,564,6.64,7,2.17,3,3.57,92,4.74,874,4.93,21,3.57
18:00:01-19:00:00,0,0,56,5.53,481,5.21,0,0,1,2.17,14,1.51,166,1.95,7,2.17,1,1.19,70,3.6,647,3.65,7,1.19
19:00:01-20:00:00,2,5.26,81,8,763,8.27,14,5.26,1,2.17,76,8.17,692,8.14,6,1.86,3,3.57,157,8.08,1455,8.21,20,3.4
20:00:01-21:00:00,1,2.63,64,6.32,563,6.1,4,1.5,1,2.17,25,2.69,236,2.78,7,2.17,2,2.38,89,4.58,799,4.51,11,1.87
21:00:01-22:00:00,1,2.63,26,2.57,242,2.62,3.6,1.35,2,4.35,2,0.22,20,0.24,14,4.35,3,3.57,28,1.44,262,1.48,18,3.06
22:00:01-23:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,38,,1012,,9225,,266,,46,,930,,8500,,322,,84,,1942,,17725,,588,
