Route:- 6074,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,6,8,314,10.01,2776,9.84,25.8,6.25,0,0,0,0,0,0,0,0,6,8,314,10.01,2776,9.84,26,6.31
05:00:01-06:00:00,3,4,22,0.7,118,0.42,16.5,4,0,0,0,0,0,0,0,0,3,4,22,0.7,118,0.42,16,3.88
06:00:01-07:00:00,9,12,111,3.54,762,2.7,49.5,12,0,0,0,0,0,0,0,0,9,12,111,3.54,762,2.7,50,12.14
07:00:01-08:00:00,8,10.67,174,5.55,1286,4.56,34.4,8.34,0,0,0,0,0,0,0,0,8,10.67,174,5.55,1286,4.56,34,8.25
08:00:01-09:00:00,3,4,248,7.91,2394,8.48,12.9,3.13,0,0,0,0,0,0,0,0,3,4,248,7.91,2394,8.48,13,3.16
09:00:01-10:00:00,4,5.33,215,6.85,2033,7.2,11.2,2.72,0,0,0,0,0,0,0,0,4,5.33,215,6.85,2033,7.2,11,2.67
10:00:01-11:00:00,2,2.67,253,8.07,2180,7.72,11,2.67,0,0,0,0,0,0,0,0,2,2.67,253,8.07,2180,7.72,11,2.67
11:00:01-12:00:00,2,2.67,150,4.78,1568,5.56,11,2.67,0,0,0,0,0,0,0,0,2,2.67,150,4.78,1568,5.56,11,2.67
12:00:01-13:00:00,2,2.67,70,2.23,788,2.79,5.4,1.31,0,0,0,0,0,0,0,0,2,2.67,70,2.23,788,2.79,5,1.21
13:00:01-14:00:00,3,4,70,2.23,576,2.04,8.4,2.04,0,0,0,0,0,0,0,0,3,4,70,2.23,576,2.04,8,1.94
14:00:01-15:00:00,4,5.33,87,2.77,701,2.48,22,5.33,0,0,0,0,0,0,0,0,4,5.33,87,2.77,701,2.48,22,5.34
15:00:01-16:00:00,4,5.33,104,3.32,895,3.17,17.2,4.17,0,0,0,0,0,0,0,0,4,5.33,104,3.32,895,3.17,17,4.13
16:00:01-17:00:00,1,1.33,88,2.81,724,2.57,5.5,1.33,0,0,0,0,0,0,0,0,1,1.33,88,2.81,724,2.57,6,1.46
17:00:01-18:00:00,3,4,149,4.75,1248,4.42,16.5,4,0,0,0,0,0,0,0,0,3,4,149,4.75,1248,4.42,16,3.88
18:00:01-19:00:00,4,5.33,191,6.09,1800,6.38,22,5.33,0,0,0,0,0,0,0,0,4,5.33,191,6.09,1800,6.38,22,5.34
19:00:01-20:00:00,2,2.67,198,6.31,1878,6.65,11,2.67,0,0,0,0,0,0,0,0,2,2.67,198,6.31,1878,6.65,11,2.67
20:00:01-21:00:00,4,5.33,233,7.43,2198,7.79,17.2,4.17,0,0,0,0,0,0,0,0,4,5.33,233,7.43,2198,7.79,17,4.13
21:00:01-22:00:00,2,2.67,193,6.15,1855,6.57,6.2,1.5,0,0,0,0,0,0,0,0,2,2.67,193,6.15,1855,6.57,6,1.46
22:00:01-23:00:00,7,9.33,229,7.3,2125,7.53,38.5,9.33,0,0,0,0,0,0,0,0,7,9.33,229,7.3,2125,7.53,38,9.22
23:00:01-24:00:00,2,2.67,38,1.21,317,1.12,5.4,1.31,0,0,0,0,0,0,0,0,2,2.67,38,1.21,317,1.12,5,1.21
,75,,3137,,28222,,412.5,,0,,0,,0,,0,,75,,3137,,28222,,412,
