Route:- 3870,Date:- 10/26/2017,,,,,,,,Day:- Thursday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,2.7,8,0.49,0,0,7.2,2.7,0,0,0,0,0,0,0,0,2,1.34,8,0.3,0,0,7,1.31
05:00:01-06:00:00,1,1.35,2,0.12,0,0,3.6,1.35,4,5.33,15,1.47,88,0.96,14.4,5.33,5,3.36,17,0.64,88,0.37,18,3.36
06:00:01-07:00:00,3,4.05,6,0.37,30,0.21,10.8,4.05,6,8,27,2.64,160,1.75,21.6,8,9,6.04,33,1.25,190,0.8,32,5.97
07:00:01-08:00:00,4,5.41,21,1.3,144,0.99,14.4,5.41,9,12,69,6.74,574,6.29,21.6,8,13,8.72,90,3.41,718,3.03,36,6.72
08:00:01-09:00:00,5,6.76,51,3.15,360,2.47,18,6.76,5,6.67,77,7.53,914,10.01,18,6.67,10,6.71,128,4.85,1274,5.37,36,6.72
09:00:01-10:00:00,5,6.76,94,5.81,808,5.54,18,6.76,4,5.33,67,6.55,610,6.68,14.4,5.33,9,6.04,161,6.1,1418,5.98,32,5.97
10:00:01-11:00:00,3,4.05,103,6.37,1008,6.91,10.8,4.05,3,4,57,5.57,434,4.75,10.8,4,6,4.03,160,6.06,1442,6.08,22,4.1
11:00:01-12:00:00,4,5.41,105,6.49,1120,7.68,14.4,5.41,3,4,30,2.93,321,3.52,3.3,1.22,7,4.7,135,5.11,1441,6.08,18,3.36
12:00:01-13:00:00,3,4.05,74,4.58,672,4.61,10.8,4.05,3,4,33,3.23,305,3.34,3.3,1.22,6,4.03,107,4.05,977,4.12,14,2.61
13:00:01-14:00:00,2,2.7,39,2.41,362,2.48,4.8,1.8,5,6.67,33,3.23,307,3.36,18,6.67,7,4.7,72,2.73,669,2.82,23,4.29
14:00:01-15:00:00,4,5.41,76,4.7,624,4.28,14.4,5.41,2,2.67,62,6.06,542,5.94,2.2,0.81,6,4.03,138,5.23,1166,4.92,17,3.17
15:00:01-16:00:00,4,5.41,71,4.39,592,4.06,14.4,5.41,3,4,64,6.26,566,6.2,10.8,4,7,4.7,135,5.11,1158,4.88,25,4.66
16:00:01-17:00:00,4,5.41,57,3.53,510,3.5,14.4,5.41,7,9.33,70,6.84,650,7.12,7.7,2.85,11,7.38,127,4.81,1160,4.89,22,4.1
17:00:01-18:00:00,4,5.41,134,8.29,1220,8.37,14.4,5.41,3,4,80,7.82,684,7.49,10.8,4,7,4.7,214,8.11,1904,8.03,25,4.66
18:00:01-19:00:00,4,5.41,183,11.32,1683,11.54,14.4,5.41,4,5.33,144,14.08,1306,14.3,14.4,5.33,8,5.37,327,12.39,2989,12.6,29,5.41
19:00:01-20:00:00,3,4.05,158,9.77,1510,10.36,10.8,4.05,2,2.67,84,8.21,718,7.86,7.2,2.67,5,3.36,242,9.17,2228,9.4,18,3.36
20:00:01-21:00:00,5,6.76,202,12.49,1828,12.54,18,6.76,5,6.67,62,6.06,523,5.73,18,6.67,10,6.71,264,10,2351,9.91,36,6.72
21:00:01-22:00:00,5,6.76,127,7.85,1178,8.08,18,6.76,4,5.33,36,3.52,306,3.35,8,2.96,9,6.04,163,6.17,1484,6.26,26,4.85
22:00:01-23:00:00,6,8.11,98,6.06,876,6.01,21.6,8.11,2,2.67,8,0.78,78,0.85,7.2,2.67,8,5.37,106,4.02,954,4.02,29,5.41
23:00:01-24:00:00,3,4.05,8,0.49,56,0.38,10.8,4.05,1,1.33,5,0.49,46,0.5,3.6,1.33,4,2.68,13,0.49,102,0.43,14,2.61
,74,,1617,,14581,,266.4,,75,,1023,,9132,,270,,149,,2640,,23713,,536,
