,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,91
1,05:00:01-06:00:00,8,175
2,06:00:01-07:00:00,8,255
3,07:00:01-08:00:00,9,313
4,08:00:01-09:00:00,8,498
5,09:00:01-10:00:00,8,403
6,10:00:01-11:00:00,8,314
7,11:00:01-12:00:00,8,331
8,12:00:01-13:00:00,5,187
9,13:00:01-14:00:00,6,239
10,14:00:01-15:00:00,7,176
11,15:00:01-16:00:00,5,86
12,16:00:01-17:00:00,7,154
13,17:00:01-18:00:00,7,176
14,18:00:01-19:00:00,6,132
15,19:00:01-20:00:00,5,110
16,20:00:01-21:00:00,7,120
17,21:00:01-22:00:00,8,125
18,22:00:01-23:00:00,6,72
19,23:00:01-24:00:00,7,17
