,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,18
1,05:00:01-06:00:00,8,158
2,06:00:01-07:00:00,10,183
3,07:00:01-08:00:00,10,343
4,08:00:01-09:00:00,7,412
5,09:00:01-10:00:00,9,429
6,10:00:01-11:00:00,8,263
7,11:00:01-12:00:00,9,280
8,12:00:01-13:00:00,5,160
9,13:00:01-14:00:00,3,130
10,14:00:01-15:00:00,6,104
11,15:00:01-16:00:00,5,99
12,16:00:01-17:00:00,7,116
13,17:00:01-18:00:00,8,152
14,18:00:01-19:00:00,5,115
15,19:00:01-20:00:00,5,109
16,20:00:01-21:00:00,7,116
17,21:00:01-22:00:00,9,131
18,22:00:01-23:00:00,6,65
19,23:00:01-24:00:00,2,21
