,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,155
1,05:00:01-06:00:00,8,115
2,06:00:01-07:00:00,11,170
3,07:00:01-08:00:00,10,189
4,08:00:01-09:00:00,8,223
5,09:00:01-10:00:00,8,217
6,10:00:01-11:00:00,5,194
7,11:00:01-12:00:00,4,181
8,12:00:01-13:00:00,6,205
9,13:00:01-14:00:00,5,126
10,14:00:01-15:00:00,5,210
11,15:00:01-16:00:00,4,185
12,16:00:01-17:00:00,5,208
13,17:00:01-18:00:00,6,192
14,18:00:01-19:00:00,5,161
15,19:00:01-20:00:00,4,137
16,20:00:01-21:00:00,7,191
17,21:00:01-22:00:00,6,78
18,22:00:01-23:00:00,4,67
19,23:00:01-24:00:00,2,11
