,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,127
1,05:00:01-06:00:00,8,148
2,06:00:01-07:00:00,10,290
3,07:00:01-08:00:00,11,285
4,08:00:01-09:00:00,12,450
5,09:00:01-10:00:00,10,466
6,10:00:01-11:00:00,8,231
7,11:00:01-12:00:00,9,240
8,12:00:01-13:00:00,6,240
9,13:00:01-14:00:00,6,147
10,14:00:01-15:00:00,6,122
11,15:00:01-16:00:00,6,100
12,16:00:01-17:00:00,7,89
13,17:00:01-18:00:00,10,176
14,18:00:01-19:00:00,7,196
15,19:00:01-20:00:00,5,54
16,20:00:01-21:00:00,5,38
17,21:00:01-22:00:00,3,38
18,22:00:01-23:00:00,5,43
19,23:00:01-24:00:00,3,9
