,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,4,33
1,05:00:01-06:00:00,7,151
2,06:00:01-07:00:00,7,213
3,07:00:01-08:00:00,9,274
4,08:00:01-09:00:00,6,294
5,09:00:01-10:00:00,8,458
6,10:00:01-11:00:00,8,231
7,11:00:01-12:00:00,5,227
8,12:00:01-13:00:00,7,210
9,13:00:01-14:00:00,6,146
10,14:00:01-15:00:00,6,142
11,15:00:01-16:00:00,5,86
12,16:00:01-17:00:00,10,121
13,17:00:01-18:00:00,7,194
14,18:00:01-19:00:00,5,138
15,19:00:01-20:00:00,4,64
16,20:00:01-21:00:00,7,119
17,21:00:01-22:00:00,4,80
18,22:00:01-23:00:00,7,83
19,23:00:01-24:00:00,2,7
