,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,11,90
1,05:00:01-06:00:00,10,265
2,06:00:01-07:00:00,11,357
3,07:00:01-08:00:00,8,286
4,08:00:01-09:00:00,7,346
5,09:00:01-10:00:00,8,430
6,10:00:01-11:00:00,8,319
7,11:00:01-12:00:00,7,228
8,12:00:01-13:00:00,5,196
9,13:00:01-14:00:00,5,215
10,14:00:01-15:00:00,5,104
11,15:00:01-16:00:00,3,43
12,16:00:01-17:00:00,5,78
13,17:00:01-18:00:00,4,114
14,18:00:01-19:00:00,5,100
15,19:00:01-20:00:00,7,166
16,20:00:01-21:00:00,7,143
17,21:00:01-22:00:00,6,150
18,22:00:01-23:00:00,9,59
19,23:00:01-24:00:00,8,47
