,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,32
1,05:00:01-06:00:00,7,160
2,06:00:01-07:00:00,9,252
3,07:00:01-08:00:00,11,270
4,08:00:01-09:00:00,7,289
5,09:00:01-10:00:00,8,256
6,10:00:01-11:00:00,9,275
7,11:00:01-12:00:00,6,251
8,12:00:01-13:00:00,6,247
9,13:00:01-14:00:00,5,139
10,14:00:01-15:00:00,4,154
11,15:00:01-16:00:00,7,123
12,16:00:01-17:00:00,6,109
13,17:00:01-18:00:00,5,164
14,18:00:01-19:00:00,6,207
15,19:00:01-20:00:00,6,163
16,20:00:01-21:00:00,8,178
17,21:00:01-22:00:00,6,156
18,22:00:01-23:00:00,4,41
19,23:00:01-24:00:00,6,26
