,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,15
1,05:00:01-06:00:00,7,142
2,06:00:01-07:00:00,7,202
3,07:00:01-08:00:00,11,209
4,08:00:01-09:00:00,6,430
5,09:00:01-10:00:00,9,425
6,10:00:01-11:00:00,5,262
7,11:00:01-12:00:00,9,216
8,12:00:01-13:00:00,4,132
9,13:00:01-14:00:00,6,204
10,14:00:01-15:00:00,6,128
11,15:00:01-16:00:00,4,53
12,16:00:01-17:00:00,7,63
13,17:00:01-18:00:00,7,236
14,18:00:01-19:00:00,7,187
15,19:00:01-20:00:00,8,146
16,20:00:01-21:00:00,4,71
17,21:00:01-22:00:00,8,109
18,22:00:01-23:00:00,6,70
19,23:00:01-24:00:00,4,17
