,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,33
1,05:00:01-06:00:00,9,135
2,06:00:01-07:00:00,9,273
3,07:00:01-08:00:00,8,305
4,08:00:01-09:00:00,9,474
5,09:00:01-10:00:00,8,399
6,10:00:01-11:00:00,10,321
7,11:00:01-12:00:00,8,252
8,12:00:01-13:00:00,6,226
9,13:00:01-14:00:00,5,157
10,14:00:01-15:00:00,5,82
11,15:00:01-16:00:00,5,86
12,16:00:01-17:00:00,9,173
13,17:00:01-18:00:00,5,145
14,18:00:01-19:00:00,5,130
15,19:00:01-20:00:00,5,128
16,20:00:01-21:00:00,6,93
17,21:00:01-22:00:00,7,105
18,22:00:01-23:00:00,8,75
19,23:00:01-24:00:00,3,11
