,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,29
1,05:00:01-06:00:00,8,133
2,06:00:01-07:00:00,10,249
3,07:00:01-08:00:00,8,360
4,08:00:01-09:00:00,9,427
5,09:00:01-10:00:00,10,416
6,10:00:01-11:00:00,7,295
7,11:00:01-12:00:00,7,289
8,12:00:01-13:00:00,6,246
9,13:00:01-14:00:00,6,189
10,14:00:01-15:00:00,5,124
11,15:00:01-16:00:00,7,106
12,16:00:01-17:00:00,6,107
13,17:00:01-18:00:00,8,166
14,18:00:01-19:00:00,5,144
15,19:00:01-20:00:00,6,140
16,20:00:01-21:00:00,5,90
17,21:00:01-22:00:00,7,149
18,22:00:01-23:00:00,8,78
19,23:00:01-24:00:00,5,23
