,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,8,79
1,05:00:01-06:00:00,8,128
2,06:00:01-07:00:00,11,303
3,07:00:01-08:00:00,13,268
4,08:00:01-09:00:00,5,409
5,09:00:01-10:00:00,7,367
6,10:00:01-11:00:00,6,227
7,11:00:01-12:00:00,9,268
8,12:00:01-13:00:00,6,217
9,13:00:01-14:00:00,4,145
10,14:00:01-15:00:00,4,81
11,15:00:01-16:00:00,7,91
12,16:00:01-17:00:00,8,130
13,17:00:01-18:00:00,8,142
14,18:00:01-19:00:00,6,156
15,19:00:01-20:00:00,7,98
16,20:00:01-21:00:00,6,103
17,21:00:01-22:00:00,8,159
18,22:00:01-23:00:00,7,49
19,23:00:01-24:00:00,2,3
