,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,27
1,05:00:01-06:00:00,8,165
2,06:00:01-07:00:00,11,296
3,07:00:01-08:00:00,9,310
4,08:00:01-09:00:00,9,446
5,09:00:01-10:00:00,8,417
6,10:00:01-11:00:00,7,221
7,11:00:01-12:00:00,9,299
8,12:00:01-13:00:00,6,234
9,13:00:01-14:00:00,8,211
10,14:00:01-15:00:00,4,121
11,15:00:01-16:00:00,3,91
12,16:00:01-17:00:00,5,63
13,17:00:01-18:00:00,7,147
14,18:00:01-19:00:00,6,188
15,19:00:01-20:00:00,6,116
16,20:00:01-21:00:00,6,104
17,21:00:01-22:00:00,7,109
18,22:00:01-23:00:00,5,32
19,23:00:01-24:00:00,3,7
