,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,111
1,05:00:01-06:00:00,8,164
2,06:00:01-07:00:00,9,228
3,07:00:01-08:00:00,12,371
4,08:00:01-09:00:00,7,373
5,09:00:01-10:00:00,8,313
6,10:00:01-11:00:00,6,208
7,11:00:01-12:00:00,5,182
8,12:00:01-13:00:00,9,286
9,13:00:01-14:00:00,4,205
10,14:00:01-15:00:00,4,141
11,15:00:01-16:00:00,5,56
12,16:00:01-17:00:00,6,118
13,17:00:01-18:00:00,5,175
14,18:00:01-19:00:00,5,148
15,19:00:01-20:00:00,7,158
16,20:00:01-21:00:00,5,132
17,21:00:01-22:00:00,6,123
18,22:00:01-23:00:00,4,64
19,23:00:01-24:00:00,4,6
