,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,50
1,05:00:01-06:00:00,8,174
2,06:00:01-07:00:00,7,209
3,07:00:01-08:00:00,10,307
4,08:00:01-09:00:00,8,281
5,09:00:01-10:00:00,7,272
6,10:00:01-11:00:00,8,262
7,11:00:01-12:00:00,6,231
8,12:00:01-13:00:00,5,185
9,13:00:01-14:00:00,4,155
10,14:00:01-15:00:00,5,140
11,15:00:01-16:00:00,4,147
12,16:00:01-17:00:00,6,119
13,17:00:01-18:00:00,5,187
14,18:00:01-19:00:00,5,221
15,19:00:01-20:00:00,7,226
16,20:00:01-21:00:00,4,88
17,21:00:01-22:00:00,5,168
18,22:00:01-23:00:00,5,39
19,23:00:01-24:00:00,5,42
