Route:- 0071,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,1,4.17,0,0,0,0,30.4,4.17,1,5,8,0.5,118,0.56,30.4,5,2,4.55,8,0.25,118,0.28,61,4.56
07:00:01-08:00:00,0,0,17,1.09,200,0.94,0,0,3,15,66,4.16,1244,5.9,59.4,9.77,3,6.82,83,2.63,1444,3.41,59,4.41
08:00:01-09:00:00,1,4.17,66,4.22,667,3.13,12.4,1.7,1,5,181,11.41,2792,13.24,3.4,0.56,2,4.55,247,7.84,3459,8.16,16,1.2
09:00:01-10:00:00,2,8.33,79,5.05,1018,4.78,52.6,7.21,2,10,101,6.36,1339,6.35,60.8,10,4,9.09,180,5.71,2357,5.56,113,8.45
10:00:01-11:00:00,2,8.33,127,8.12,1707,8.02,11.8,1.62,2,10,122,7.69,1475,6.99,9.2,1.51,4,9.09,249,7.9,3182,7.51,21,1.57
11:00:01-12:00:00,2,8.33,117,7.48,1834,8.61,60.8,8.33,2,10,155,9.77,2360,11.19,60.8,10,4,9.09,272,8.63,4194,9.9,122,9.12
12:00:01-13:00:00,3,12.5,76,4.86,910,4.27,91.2,12.5,2,10,188,11.85,2244,10.64,55.8,9.18,5,11.36,264,8.38,3154,7.44,147,10.99
13:00:01-14:00:00,3,12.5,74,4.73,884,4.15,91.2,12.5,1,5,133,8.38,1517,7.19,15.9,2.62,4,9.09,207,6.57,2401,5.67,107,8
14:00:01-15:00:00,1,4.17,148,9.46,2075,9.75,30.4,4.17,1,5,170,10.71,1873,8.88,7.4,1.22,2,4.55,318,10.09,3948,9.32,38,2.84
15:00:01-16:00:00,1,4.17,102,6.52,1359,6.38,21.5,2.95,2,10,100,6.3,1576,7.47,60.8,10,3,6.82,202,6.41,2935,6.93,82,6.13
16:00:01-17:00:00,1,4.17,175,11.19,1999,9.39,9.1,1.25,1,5,123,7.75,1680,7.97,3.9,0.64,2,4.55,298,9.46,3679,8.68,13,0.97
17:00:01-18:00:00,2,8.33,98,6.27,1405,6.6,60.8,8.33,1,5,141,8.88,1681,7.97,5.6,0.92,3,6.82,239,7.58,3086,7.28,66,4.93
18:00:01-19:00:00,2,8.33,132,8.44,2008,9.43,6.4,0.88,1,5,20,1.26,239,1.13,4.1,0.67,3,6.82,152,4.82,2247,5.3,10,0.75
19:00:01-20:00:00,1,4.17,230,14.71,3571,16.77,3.9,0.53,0,0,42,2.65,489,2.32,0,0,1,2.27,272,8.63,4060,9.58,4,0.3
20:00:01-21:00:00,0,0,78,4.99,897,4.21,0,0,0,0,28,1.76,388,1.84,0,0,0,0,106,3.36,1285,3.03,0,0
21:00:01-22:00:00,1,4.17,9,0.58,124,0.58,3,0.41,0,0,9,0.57,72,0.34,0,0,1,2.27,18,0.57,196,0.46,3,0.22
22:00:01-23:00:00,1,4.17,36,2.3,634,2.98,30.4,4.17,0,0,0,0,0,0,0,0,1,2.27,36,1.14,634,1.5,30,2.24
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,24,,1564,,21292,,729.6,,20,,1587,,21087,,608,,44,,3151,,42379,,1338,
