,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,76
1,05:00:01-06:00:00,7,41
2,06:00:01-07:00:00,12,47
3,07:00:01-08:00:00,9,71
4,08:00:01-09:00:00,8,156
5,09:00:01-10:00:00,9,167
6,10:00:01-11:00:00,6,170
7,11:00:01-12:00:00,5,142
8,12:00:01-13:00:00,5,176
9,13:00:01-14:00:00,5,164
10,14:00:01-15:00:00,5,229
11,15:00:01-16:00:00,8,213
12,16:00:01-17:00:00,8,314
13,17:00:01-18:00:00,6,347
14,18:00:01-19:00:00,7,293
15,19:00:01-20:00:00,5,462
16,20:00:01-21:00:00,6,286
17,21:00:01-22:00:00,6,237
18,22:00:01-23:00:00,4,212
19,23:00:01-24:00:00,4,217
