,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,2,195
1,05:00:01-06:00:00,3,25
2,06:00:01-07:00:00,6,267
3,07:00:01-08:00:00,3,249
4,08:00:01-09:00:00,3,325
5,09:00:01-10:00:00,4,297
6,10:00:01-11:00:00,4,239
7,11:00:01-12:00:00,1,256
8,12:00:01-13:00:00,2,376
9,13:00:01-14:00:00,3,265
10,14:00:01-15:00:00,4,76
11,15:00:01-16:00:00,2,192
12,16:00:01-17:00:00,2,171
13,17:00:01-18:00:00,1,163
14,18:00:01-19:00:00,2,259
15,19:00:01-20:00:00,2,227
16,20:00:01-21:00:00,2,227
17,21:00:01-22:00:00,2,148
18,22:00:01-23:00:00,1,102
19,23:00:01-24:00:00,1,9
