,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,8,65
1,05:00:01-06:00:00,7,166
2,06:00:01-07:00:00,12,330
3,07:00:01-08:00:00,12,382
4,08:00:01-09:00:00,6,352
5,09:00:01-10:00:00,8,504
6,10:00:01-11:00:00,8,359
7,11:00:01-12:00:00,8,328
8,12:00:01-13:00:00,4,177
9,13:00:01-14:00:00,6,181
10,14:00:01-15:00:00,8,201
11,15:00:01-16:00:00,5,125
12,16:00:01-17:00:00,7,197
13,17:00:01-18:00:00,6,236
14,18:00:01-19:00:00,5,131
15,19:00:01-20:00:00,4,157
16,20:00:01-21:00:00,7,159
17,21:00:01-22:00:00,7,154
18,22:00:01-23:00:00,6,66
19,23:00:01-24:00:00,5,24
