,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,1,9
2,06:00:01-07:00:00,3,86
3,07:00:01-08:00:00,3,110
4,08:00:01-09:00:00,2,166
5,09:00:01-10:00:00,2,142
6,10:00:01-11:00:00,2,67
7,11:00:01-12:00:00,0,13
8,12:00:01-13:00:00,1,44
9,13:00:01-14:00:00,2,86
10,14:00:01-15:00:00,1,62
11,15:00:01-16:00:00,2,103
12,16:00:01-17:00:00,3,30
13,17:00:01-18:00:00,1,61
14,18:00:01-19:00:00,1,42
15,19:00:01-20:00:00,1,60
16,20:00:01-21:00:00,0,66
17,21:00:01-22:00:00,2,38
18,22:00:01-23:00:00,0,36
19,23:00:01-24:00:00,,
