,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,96
1,05:00:01-06:00:00,6,86
2,06:00:01-07:00:00,6,358
3,07:00:01-08:00:00,10,600
4,08:00:01-09:00:00,12,904
5,09:00:01-10:00:00,11,1013
6,10:00:01-11:00:00,9,735
7,11:00:01-12:00:00,6,659
8,12:00:01-13:00:00,7,524
9,13:00:01-14:00:00,7,496
10,14:00:01-15:00:00,6,440
11,15:00:01-16:00:00,7,580
12,16:00:01-17:00:00,7,573
13,17:00:01-18:00:00,7,713
14,18:00:01-19:00:00,10,677
15,19:00:01-20:00:00,14,942
16,20:00:01-21:00:00,8,825
17,21:00:01-22:00:00,9,759
18,22:00:01-23:00:00,5,499
19,23:00:01-24:00:00,3,322
