,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,172
1,05:00:01-06:00:00,8,45
2,06:00:01-07:00:00,10,70
3,07:00:01-08:00:00,12,151
4,08:00:01-09:00:00,7,163
5,09:00:01-10:00:00,9,177
6,10:00:01-11:00:00,6,154
7,11:00:01-12:00:00,7,186
8,12:00:01-13:00:00,4,233
9,13:00:01-14:00:00,6,227
10,14:00:01-15:00:00,8,260
11,15:00:01-16:00:00,8,274
12,16:00:01-17:00:00,9,256
13,17:00:01-18:00:00,10,394
14,18:00:01-19:00:00,2,283
15,19:00:01-20:00:00,11,420
16,20:00:01-21:00:00,8,341
17,21:00:01-22:00:00,7,419
18,22:00:01-23:00:00,8,378
19,23:00:01-24:00:00,7,170
