,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,86
1,05:00:01-06:00:00,4,71
2,06:00:01-07:00:00,9,135
3,07:00:01-08:00:00,11,246
4,08:00:01-09:00:00,12,321
5,09:00:01-10:00:00,9,404
6,10:00:01-11:00:00,7,488
7,11:00:01-12:00:00,7,487
8,12:00:01-13:00:00,5,301
9,13:00:01-14:00:00,6,437
10,14:00:01-15:00:00,4,430
11,15:00:01-16:00:00,3,505
12,16:00:01-17:00:00,7,610
13,17:00:01-18:00:00,9,709
14,18:00:01-19:00:00,7,716
15,19:00:01-20:00:00,6,729
16,20:00:01-21:00:00,6,610
17,21:00:01-22:00:00,7,549
18,22:00:01-23:00:00,4,386
19,23:00:01-24:00:00,4,213
