,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,143
1,05:00:01-06:00:00,2,54
2,06:00:01-07:00:00,9,111
3,07:00:01-08:00:00,11,230
4,08:00:01-09:00:00,10,384
5,09:00:01-10:00:00,12,531
6,10:00:01-11:00:00,8,404
7,11:00:01-12:00:00,6,487
8,12:00:01-13:00:00,4,343
9,13:00:01-14:00:00,5,370
10,14:00:01-15:00:00,5,407
11,15:00:01-16:00:00,5,449
12,16:00:01-17:00:00,10,497
13,17:00:01-18:00:00,9,515
14,18:00:01-19:00:00,6,701
15,19:00:01-20:00:00,9,729
16,20:00:01-21:00:00,7,528
17,21:00:01-22:00:00,6,343
18,22:00:01-23:00:00,7,384
19,23:00:01-24:00:00,7,361
