,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,1
1,05:00:01-06:00:00,1,6
2,06:00:01-07:00:00,5,29
3,07:00:01-08:00:00,7,52
4,08:00:01-09:00:00,6,69
5,09:00:01-10:00:00,3,123
6,10:00:01-11:00:00,6,145
7,11:00:01-12:00:00,4,128
8,12:00:01-13:00:00,4,139
9,13:00:01-14:00:00,2,75
10,14:00:01-15:00:00,2,81
11,15:00:01-16:00:00,6,129
12,16:00:01-17:00:00,3,125
13,17:00:01-18:00:00,5,185
14,18:00:01-19:00:00,4,235
15,19:00:01-20:00:00,5,224
16,20:00:01-21:00:00,4,215
17,21:00:01-22:00:00,6,260
18,22:00:01-23:00:00,5,160
19,23:00:01-24:00:00,7,43
