,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,11,102
1,05:00:01-06:00:00,8,30
2,06:00:01-07:00:00,7,31
3,07:00:01-08:00:00,13,79
4,08:00:01-09:00:00,11,135
5,09:00:01-10:00:00,7,94
6,10:00:01-11:00:00,8,210
7,11:00:01-12:00:00,6,204
8,12:00:01-13:00:00,2,234
9,13:00:01-14:00:00,6,236
10,14:00:01-15:00:00,7,314
11,15:00:01-16:00:00,5,263
12,16:00:01-17:00:00,6,241
13,17:00:01-18:00:00,7,345
14,18:00:01-19:00:00,6,347
15,19:00:01-20:00:00,5,292
16,20:00:01-21:00:00,5,278
17,21:00:01-22:00:00,6,297
18,22:00:01-23:00:00,4,204
19,23:00:01-24:00:00,7,230
