,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,4,35
2,06:00:01-07:00:00,8,194
3,07:00:01-08:00:00,8,200
4,08:00:01-09:00:00,6,403
5,09:00:01-10:00:00,2,271
6,10:00:01-11:00:00,3,183
7,11:00:01-12:00:00,5,107
8,12:00:01-13:00:00,5,238
9,13:00:01-14:00:00,2,119
10,14:00:01-15:00:00,3,85
11,15:00:01-16:00:00,4,112
12,16:00:01-17:00:00,2,143
13,17:00:01-18:00:00,1,102
14,18:00:01-19:00:00,2,157
15,19:00:01-20:00:00,0,107
16,20:00:01-21:00:00,3,215
17,21:00:01-22:00:00,1,134
18,22:00:01-23:00:00,1,83
19,23:00:01-24:00:00,1,14
