,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,26
1,05:00:01-06:00:00,10,170
2,06:00:01-07:00:00,10,320
3,07:00:01-08:00:00,10,526
4,08:00:01-09:00:00,9,435
5,09:00:01-10:00:00,6,444
6,10:00:01-11:00:00,10,340
7,11:00:01-12:00:00,5,270
8,12:00:01-13:00:00,5,169
9,13:00:01-14:00:00,8,255
10,14:00:01-15:00:00,6,151
11,15:00:01-16:00:00,5,139
12,16:00:01-17:00:00,9,170
13,17:00:01-18:00:00,7,176
14,18:00:01-19:00:00,8,177
15,19:00:01-20:00:00,7,131
16,20:00:01-21:00:00,7,129
17,21:00:01-22:00:00,8,129
18,22:00:01-23:00:00,7,94
19,23:00:01-24:00:00,7,27
