,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,3,29
2,06:00:01-07:00:00,5,123
3,07:00:01-08:00:00,8,223
4,08:00:01-09:00:00,7,245
5,09:00:01-10:00:00,5,218
6,10:00:01-11:00:00,3,186
7,11:00:01-12:00:00,2,93
8,12:00:01-13:00:00,4,101
9,13:00:01-14:00:00,3,88
10,14:00:01-15:00:00,3,41
11,15:00:01-16:00:00,4,103
12,16:00:01-17:00:00,7,113
13,17:00:01-18:00:00,6,158
14,18:00:01-19:00:00,4,171
15,19:00:01-20:00:00,4,128
16,20:00:01-21:00:00,4,84
17,21:00:01-22:00:00,5,53
18,22:00:01-23:00:00,4,33
19,23:00:01-24:00:00,4,4
