,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,43
1,05:00:01-06:00:00,5,128
2,06:00:01-07:00:00,11,170
3,07:00:01-08:00:00,11,174
4,08:00:01-09:00:00,10,176
5,09:00:01-10:00:00,8,250
6,10:00:01-11:00:00,7,314
7,11:00:01-12:00:00,4,209
8,12:00:01-13:00:00,4,205
9,13:00:01-14:00:00,4,256
10,14:00:01-15:00:00,5,201
11,15:00:01-16:00:00,5,172
12,16:00:01-17:00:00,6,187
13,17:00:01-18:00:00,6,225
14,18:00:01-19:00:00,5,211
15,19:00:01-20:00:00,4,148
16,20:00:01-21:00:00,8,196
17,21:00:01-22:00:00,6,193
18,22:00:01-23:00:00,6,110
19,23:00:01-24:00:00,4,30
