,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,36
1,05:00:01-06:00:00,2,20
2,06:00:01-07:00:00,4,176
3,07:00:01-08:00:00,1,166
4,08:00:01-09:00:00,3,186
5,09:00:01-10:00:00,2,239
6,10:00:01-11:00:00,3,193
7,11:00:01-12:00:00,1,199
8,12:00:01-13:00:00,4,184
9,13:00:01-14:00:00,2,120
10,14:00:01-15:00:00,4,149
11,15:00:01-16:00:00,1,92
12,16:00:01-17:00:00,2,60
13,17:00:01-18:00:00,2,74
14,18:00:01-19:00:00,4,207
15,19:00:01-20:00:00,0,52
16,20:00:01-21:00:00,4,67
17,21:00:01-22:00:00,1,213
18,22:00:01-23:00:00,0,17
19,23:00:01-24:00:00,,
