,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,63
1,05:00:01-06:00:00,9,225
2,06:00:01-07:00:00,11,263
3,07:00:01-08:00:00,6,277
4,08:00:01-09:00:00,8,414
5,09:00:01-10:00:00,6,271
6,10:00:01-11:00:00,5,285
7,11:00:01-12:00:00,6,272
8,12:00:01-13:00:00,5,126
9,13:00:01-14:00:00,2,86
10,14:00:01-15:00:00,6,161
11,15:00:01-16:00:00,5,153
12,16:00:01-17:00:00,5,122
13,17:00:01-18:00:00,6,151
14,18:00:01-19:00:00,6,166
15,19:00:01-20:00:00,7,120
16,20:00:01-21:00:00,6,132
17,21:00:01-22:00:00,8,124
18,22:00:01-23:00:00,6,66
19,23:00:01-24:00:00,5,31
