,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,7,38
2,06:00:01-07:00:00,7,98
3,07:00:01-08:00:00,6,145
4,08:00:01-09:00:00,4,172
5,09:00:01-10:00:00,2,70
6,10:00:01-11:00:00,2,145
7,11:00:01-12:00:00,2,191
8,12:00:01-13:00:00,2,243
9,13:00:01-14:00:00,4,363
10,14:00:01-15:00:00,3,179
11,15:00:01-16:00:00,2,221
12,16:00:01-17:00:00,4,313
13,17:00:01-18:00:00,1,311
14,18:00:01-19:00:00,4,441
15,19:00:01-20:00:00,3,279
16,20:00:01-21:00:00,4,248
17,21:00:01-22:00:00,2,166
18,22:00:01-23:00:00,4,211
19,23:00:01-24:00:00,1,104
